damage,kills,rifle,sniper,pistol,smg,grenade,preplant kill,postplant kill,fast_kill_rating (first_kill),total kills,total deaths,avg kill time,assists,alone kills,Avg Distance to A bomb (on kill),times in catwalk_box,times in topmid_box,times in chair_box,times in midlane_box,times in underpass_box,times in window_box,times in stairs_box,times in tetris_box,times in sandwhich_box,times in Asite_box,times in firebox_box,times in jungle_box,times in connector_box,times in opening_box,times in opening2_box,times in A_main_box,times in T_ramp_box,times in hell_box,times in palace_box,times in pillars_box,times in ticket_box,times in CT_ramp_box,alone_death,total_distance_traveled,Role,id
880,7,4,3,0,0,0,4,3,5,7,9,151.41855,13,0,111.12462350000001,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,5348.333509,,76561198027895878
830,6,4,0,1,0,1,4,2,5,6,12,260.6586,13,1,317.93065939999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5193.924906,,76561198301915866
877,9,6,0,0,3,0,8,1,5,9,9,193.6797625,12,1,209.81871319999996,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,7510.998490000001,,76561198195520171
2295,24,14,9,1,0,0,19,5,5,24,11,95.38134348,21,7,95.34539155,0,1,0,1,0,3,1,0,1,0,0,1,1,1,2,0,0,2,2,0,0,1,4,7053.082693,,76561198044637170
964,10,2,7,1,0,0,8,2,4,10,7,244.3322,13,2,264.71913340000003,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,3,4460.914723,,76561198010944320
826,8,6,2,0,0,0,5,3,3,8,9,254.2973143,11,2,286.6282534,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,5978.827173,,76561198337989587
819,5,5,0,0,0,0,4,1,5,5,7,386.054725,6,0,443.57010870000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4619.364929,,76561198081402455
1546,14,14,0,0,0,0,13,1,4,14,6,184.53973080000003,19,4,187.97274950000002,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,2,0,0,0,1,0,1,3,5623.853811,,76561198265845129
1107,12,9,2,1,0,0,10,2,5,12,9,137.70666359999998,12,2,117.6431132,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,6721.171084999999,,76561198190719461
929,5,2,1,1,1,0,5,0,4,5,13,556.577975,14,1,552.2439866000001,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4102.902045000001,,76561198342931982
1121,11,4,5,0,2,0,9,2,3,11,9,222.56246000000002,10,4,226.45260609999997,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,4,5212.186293,,76561198299734422
961,12,1,8,3,0,0,8,4,5,12,10,198.1899091,13,1,194.9090926,0,2,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,4445.903372,,76561198199590181
1231,10,3,5,1,1,0,7,3,5,10,10,178.0591111,16,1,111.8975433,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5378.4381539999995,,76561197969649246
1616,15,12,1,0,1,1,14,1,5,15,13,161.3573,17,2,173.1167945,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7746.188831999999,,76561198189326947
794,5,1,4,0,0,0,4,1,5,5,12,574.17335,12,0,595.8333203,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5252.39963,,76561198244975462
1130,9,8,0,0,1,0,7,2,5,9,9,286.9500125,18,1,212.12014,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,5157.1003439999995,,76561198342639446
848,8,4,3,1,0,0,8,0,3,8,10,341.6941429,5,2,323.15223910000003,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,5,4723.299104,,76561198201827630
2085,22,10,11,0,0,1,20,2,5,22,10,106.07117620000001,19,7,110.42847809999999,0,1,1,0,0,0,2,0,0,0,1,0,1,1,1,0,1,2,0,0,1,1,3,5937.832065,,76561198155115183
1127,6,6,0,0,0,0,4,2,5,6,10,379.49786,15,1,365.75415469999996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,8453.225694,,76561198065350259
1092,9,6,2,0,1,0,9,0,3,9,11,280.085475,13,5,290.572211,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,6011.743792,,76561198116792975
598,7,3,4,0,0,0,7,0,3,7,12,370.00413330000003,9,1,322.0592124,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,4,4565.654627,,76561198078958929
1106,11,5,6,0,0,0,11,0,5,11,13,173.85346,10,1,194.5362843,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,4666.111543999999,,76561197965248702
1618,13,5,7,0,0,0,12,1,5,13,10,188.075325,17,6,159.2087815,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,3,7637.6637359999995,,76561198148960198
1111,10,8,0,0,2,0,9,1,4,10,13,248.9856,13,2,223.5568545,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,1,1,0,0,0,1,1,2,5782.366572,,76561198009026402
1079,11,8,1,2,0,0,11,0,4,11,12,203.79113,14,4,244.4475614,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,3,5910.109243999999,,76561198105591585
1012,10,2,6,2,0,0,9,1,2,10,9,248.7633889,9,2,247.91023059999998,0,0,0,0,1,1,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,5884.777063,,76561198021905094
1241,12,2,4,0,3,1,12,0,5,12,11,181.3579636,5,2,172.7927911,1,3,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,4704.408827,,76561198001109764
706,9,3,3,0,3,0,4,5,5,9,4,156.4202125,6,0,123.14566,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2613.405502,,76561198329496267
655,4,3,0,1,0,0,3,1,4,4,5,264.1659333,6,0,293.53925530000004,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1793.3022640000002,,76561198345924259
373,4,4,0,0,0,0,2,2,4,4,6,129.10726670000003,6,1,228.62014399999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3121.5134120000002,,76561198059345332
434,5,3,2,0,0,0,5,0,5,5,6,107.21945,7,1,54.76711473,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,1637.921918,,76561198047479948
408,4,3,0,0,0,1,2,2,5,4,7,392.16853330000004,4,1,397.3890928,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1426.9873630000002,,76561198259613266
447,3,1,2,0,0,0,3,0,4,3,7,163.70575,6,0,56.22141404,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2859.102635,,76561198069457264
508,4,4,0,0,0,0,3,1,5,4,3,240.4957667,6,0,131.1854332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2664.128427,,76561198059257253
296,4,3,1,0,0,0,2,2,5,4,6,168.31783330000002,5,0,271.8678685,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1474.661079,,76561198203826021
1024,10,3,4,3,0,0,5,5,3,10,4,135.7257111,9,1,136.3420727,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,2231.417475,,76561198260331595
495,6,1,3,1,1,0,5,1,4,6,5,235.51992,0,3,199.2484987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1918.4853679999999,,76561198039573000
1141,12,8,3,0,0,0,8,4,5,12,4,139.6151455,10,4,171.2256405,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,0,0,2,4141.950625,,76561198076686755
703,4,4,0,0,0,0,3,1,5,4,8,293.52099999999996,13,1,306.22391569999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4482.644379,,76561198045995334
1002,10,10,0,0,0,0,7,3,5,10,3,189.9989778,12,3,220.15219930000004,0,0,0,0,0,1,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,3598.2535310000003,,76561198101890753
429,5,2,3,0,0,0,4,1,4,5,6,286.11585,6,0,238.075215,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2954.092758,,76561198051053543
575,6,1,4,1,0,0,5,1,5,6,7,155.4708,5,2,120.64246029999998,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2325.182189,,76561198049586946
1374,15,8,7,0,0,0,10,5,5,15,6,122.07077140000001,13,5,133.0129883,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,3,5187.386857,,76561198168198835
736,6,6,0,0,0,0,4,2,3,6,7,325.63218,11,4,394.38566549999996,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4357.767811,,76561198368450351
600,5,2,2,0,1,0,3,2,5,5,7,162.0425,3,0,133.90433159999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3328.652544,,76561198052142353
1746,30,4,11,14,0,1,23,7,4,30,8,69.20301379,20,7,87.94068134,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,12,1,0,0,1,3,6769.373362,,76561198320494641
1884,28,17,3,0,7,1,24,4,5,28,8,71.55894444,18,6,73.34624620000001,1,0,0,1,0,0,0,0,0,2,0,0,1,5,5,0,1,0,0,0,0,0,2,7812.875405,,76561198097823848
1300,27,12,0,2,13,0,16,11,4,27,9,89.41628846,18,0,103.40732879999999,4,0,0,0,0,1,0,0,0,3,0,0,0,1,1,1,0,2,1,0,0,5,1,6917.591328,,76561198316457598
755,6,0,2,0,4,0,4,2,3,6,12,436.6341,7,2,494.7559757,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4768.464865,,76561198272395428
1445,24,12,2,0,9,0,11,13,5,24,10,90.03504348,16,3,102.9408326,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,7106.853509999999,,76561198058026305
1446,14,4,6,0,1,0,12,2,5,14,41,163.13960769999997,21,3,160.0044302,1,2,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,2,11,9059.739305,,76561198198623573
1723,9,4,1,1,2,0,8,1,4,9,34,261.9411875,21,1,247.11747880000001,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,6,8176.109057,,76561198067959014
2104,18,10,0,4,2,0,15,3,5,18,33,93.93535294,20,5,102.3863533,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,18,10299.36744,,76561198262797486
317,4,0,4,0,0,0,4,0,5,4,3,122.73200000000001,3,1,85.54329943,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1240.5989630000001,,76561198074564559
969,8,4,2,1,1,0,7,1,4,8,11,244.9217429,10,3,207.868073,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4745.65921,,76561198262746883
1007,6,1,3,2,0,0,5,1,5,6,11,293.0379,11,1,374.7727402,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4015.062749,,76561198092221856
768,9,7,0,0,2,0,5,4,4,9,9,237.2010125,13,1,279.02536339999995,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,4864.2674369999995,,76561198395111173
943,10,9,1,0,0,0,7,3,5,10,9,166.81003330000001,10,3,172.8312044,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,4156.583017,,76561198289772331
768,7,1,3,0,3,0,6,1,5,7,10,288.4715667,9,1,314.4977532,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4176.554187,,76561198288112452
1046,10,8,0,0,1,1,7,3,5,10,7,211.8663889,15,2,219.41034790000003,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,5625.869408,,76561198284695128
1542,14,8,0,0,6,0,12,2,5,14,9,160.44353080000002,12,1,174.5780764,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,5386.928014,,76561198059257253
1299,12,10,2,0,0,0,11,1,5,12,6,160.1866545,14,4,191.3020441,0,2,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,2,5765.577778,,76561198074890208
942,10,5,4,1,0,0,7,3,5,10,8,132.9292222,13,2,162.3718266,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4856.3933210000005,,76561198330021072
619,4,3,1,0,0,0,4,0,5,4,10,411.07099999999997,5,0,491.056713,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4172.4825869999995,,76561198039573000
1006,10,5,4,1,0,0,5,5,5,10,8,235.0893111,10,4,196.9238522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,5093.426011,,76561198152219899
407,4,2,2,0,0,0,4,0,5,4,12,245.36546669999998,6,0,147.14699530000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,5435.41797,,76561198116911347
939,9,8,0,0,0,1,9,0,4,9,9,183.6725125,10,1,210.6196297,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,4,4817.067204,,76561198138501420
620,6,4,1,0,1,0,5,1,3,6,8,435.18800000000005,7,0,434.49757189999997,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,5262.081075,,76561198251777422
880,10,6,4,0,0,0,9,1,5,10,7,205.6953444,10,1,193.67086980000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4771.753628,,76561198126509239
597,7,6,1,0,0,0,7,0,4,7,5,369.20455,7,2,366.1894819,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,2,2340.953213,,76561198038257958
1131,10,5,1,4,0,0,6,4,3,10,7,233.24524440000002,12,1,214.8334259,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4490.581641,,76561198099645129
1037,10,10,0,0,0,0,7,3,2,10,6,235.0233667,13,5,224.1076992,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,2,2,4484.567072999999,,76561198035928854
1149,11,6,5,0,0,0,10,1,5,11,6,175.45224,6,1,174.2159773,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3,4574.512446,,76561198164241083
1126,10,5,1,4,0,0,9,1,5,10,11,166.6412444,12,5,151.7533709,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,4,5149.848422,,76561198099416090
689,4,0,2,0,2,0,3,1,4,4,9,603.3816667,12,4,476.67747760000003,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3449.673386,,76561198128286567
986,11,5,2,3,0,1,9,2,5,11,9,194.722,16,2,201.8926741,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,4,0,0,0,0,1,3912.4663979999996,,76561198306316604
737,5,5,0,0,0,0,4,1,4,5,10,389.827025,10,3,421.4842075,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,3502.0972939999997,,76561198156191599
636,7,4,0,0,3,0,5,2,5,7,10,132.8046667,11,2,153.6605711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3421.904448,,76561198408176090
988,10,5,1,1,3,0,8,2,5,10,6,191.5012667,14,2,215.57710930000005,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,1,1,0,0,0,3,5747.232864,,76561198067350388
1169,12,4,4,3,1,0,12,0,5,12,6,180.17656359999998,13,0,150.4497456,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3832.5624299999995,,76561198079787044
1061,8,6,0,1,1,0,8,0,4,8,9,274.18285710000004,14,0,265.96884500000004,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,3711.394821,,76561198118883833
1315,14,5,5,2,2,0,14,0,5,14,9,141.67964619999998,13,3,129.0388583,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,2,5096.1297380000005,,76561198242585706
585,5,1,0,2,2,0,3,2,5,5,7,358.7536,3,1,363.9784233,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,4220.599918,,76561198234008484
845,12,9,1,2,0,0,12,0,5,12,9,164.9946091,9,1,150.2077785,0,0,0,1,0,0,0,0,0,5,0,0,1,0,1,0,0,2,2,0,0,0,1,3197.623286,,76561198059389665
513,5,1,2,1,1,0,5,0,5,5,9,226.4104,5,2,314.9207897,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4543.051777000001,,76561198393555990
1361,14,6,8,0,0,0,14,0,4,14,7,162.10793080000002,11,5,184.60734330000003,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,5116.022661999999,,76561198107438341
917,9,9,0,0,0,0,9,0,3,9,8,199.4561,9,3,231.3005606,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,2232.3870699999998,,76561198116788806
534,10,3,0,0,7,0,3,7,3,10,8,270.80872220000003,6,7,243.8669122,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,3,4603.880467,,76561198169883618
225,2,2,0,0,0,0,2,0,5,2,2,6.5638,2,1,1.712640977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,786.0603876,,76561198273331165
863,10,0,9,0,1,0,10,0,4,10,13,273.0904667,12,1,300.65124280000003,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4427.103443,,76561198152323320
898,8,8,0,0,0,0,7,1,5,8,10,269.92211430000003,12,0,190.0827515,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,3150.3568600000003,,76561197970546340
1263,9,7,1,0,1,0,8,1,5,9,11,238.8659625,14,0,286.9430736,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,5047.192472,,76561198347797266
1150,12,11,0,0,1,0,12,0,5,12,14,189.1839364,3,0,200.9533599,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,5122.6407420000005,,76561198217629917
1123,11,1,9,1,0,0,11,0,5,11,6,139.97218999999998,11,1,139.6619097,0,0,0,1,1,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,4002.65995,,76561198168686837
1043,9,3,5,0,0,0,9,0,5,9,5,195.4846,12,1,198.26082230000003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2157.934931,,76561198395953285
662,5,1,1,2,1,0,5,0,4,5,8,402.29935,8,2,378.0286557,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,2268.609365,,76561198395845187
941,9,2,5,0,0,0,8,1,4,9,7,213.808125,11,3,186.9553752,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4759.131017000001,,76561198280021850
1113,12,3,5,2,2,0,12,0,3,12,5,158.3240636,10,4,134.4262414,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,5042.138079,,76561198251985622
1329,14,8,5,1,0,0,14,0,5,14,10,124.76289229999999,14,3,133.6538279,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,3,1,1,0,0,0,2,4712.231226,,76561197961424834
679,4,1,0,2,0,0,4,0,5,4,10,585.8976667000001,7,0,555.2418787,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4221.09169,,76561198068609350
687,4,1,2,0,0,0,4,0,5,4,8,484.33746669999994,8,0,381.1907205,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3714.229263,,76561198055675563
482,5,5,0,0,0,0,5,0,4,5,8,357.447475,9,2,331.10258789999995,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5301.469548,,76561198063781152
437,4,4,0,0,0,0,4,0,5,4,10,176.511,3,0,102.1533239,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3699.1615880000004,,76561198119450462
1354,13,10,0,1,2,0,10,3,5,13,12,233.07246669999998,17,1,226.8622488,3,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,3,7475.590817,,76561198044028830
1353,12,8,0,0,4,0,8,4,5,12,10,221.9738455,14,3,257.1994578,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,2,4983.679354999999,,76561198371818989
1360,13,6,7,0,0,0,10,3,3,13,7,235.55726669999999,11,6,247.2892625,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,0,5495.66882,,76561198069071821
1154,8,2,3,0,3,0,8,0,3,8,11,398.5927,12,0,427.20621289999997,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,5876.855661,,76561198015256577
723,10,6,4,0,0,0,4,6,5,10,8,240.1813333,12,3,273.95660110000006,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,2,5493.932218999999,,76561198291896214
1135,12,9,0,0,3,0,11,1,5,12,11,247.95575449999998,13,2,253.33683330000002,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,3,6717.545584,,76561198253354800
843,9,5,0,1,3,0,6,3,5,9,12,248.2743375,12,2,215.2046526,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,0,0,0,0,2,5834.328259000001,,76561198343030999
1209,9,9,0,0,0,0,8,1,4,9,11,250.3137375,18,0,277.2134388,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,5419.354819,,76561198216860740
1184,9,6,0,2,1,0,5,4,4,9,10,342.2518125,16,6,342.53691339999995,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,2,5919.432202,,76561198215479508
912,8,2,5,1,0,0,6,2,5,8,11,346.29334289999997,3,2,345.2568965,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5136.99902,,76561198265932987
607,6,6,0,0,0,0,6,0,5,6,5,204.67186,6,1,288.2326981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,2978.021038,,76561198274525860
436,3,1,0,0,2,0,3,0,4,3,7,449.68315,7,1,478.3251994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3082.9560739999997,,76561198134417664
597,3,0,3,0,0,0,2,1,5,3,5,316.09385,6,2,522.8752644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2237.306399,,76561198315249186
704,9,2,4,2,0,0,8,1,5,9,3,88.91995,9,0,101.8623927,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3050.140291,,76561198367497682
540,6,6,0,0,0,0,6,0,4,6,7,122.66181999999999,6,0,109.6152757,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3584.117753,,76561198174874145
348,2,1,0,0,1,0,2,0,5,2,6,424.241,6,0,309.81821410000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,3019.495704,,76561198159026711
937,8,6,2,0,0,0,8,0,5,8,6,191.2790857,9,1,182.9747278,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,3,3183.883586,,76561198159615315
659,8,7,0,0,0,1,8,0,5,8,6,106.7622857,7,3,159.57869440000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2870.279068,,76561198181576546
360,2,0,2,0,0,0,0,2,5,2,4,5.2822,9,0,28.85529838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1489.703231,,76561198032882960
728,7,7,0,0,0,0,6,1,4,7,5,221.93478330000002,3,1,218.5915777,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,1,3627.8702479999997,,76561198297620274
1496,18,12,3,2,0,1,13,5,5,18,6,130.9758294,14,5,166.310131,0,0,0,1,0,1,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,1,5573.776366,,76561198263246588
1380,14,14,0,0,0,0,13,1,4,14,9,160.9390538,14,2,130.1743999,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,1,0,0,0,0,0,0,0,4418.756913,,76561198097950088
1040,8,7,0,0,1,0,3,5,5,8,10,258.6658429,13,2,263.62341969999994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,3,4982.054566,,76561198169461322
793,9,7,1,1,0,0,5,4,5,9,10,225.6448875,9,2,171.686425,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,4772.490307,,76561198308646343
1119,12,11,0,0,1,0,8,4,5,12,10,133.4320909,15,4,119.7818068,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,2,8448.632936,,76561198381957656
614,5,1,1,1,2,0,4,1,5,5,6,551.903825,9,0,653.9220207999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,5393.6455240000005,,76561198291211879
1357,12,11,0,0,1,0,11,1,5,12,12,135.7821636,15,2,137.4746939,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4,5734.864141,,76561197989967245
1021,6,2,3,0,1,0,5,1,4,6,10,432.70808,10,1,493.45630430000006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,4789.524004,,76561198259600649
908,9,3,6,0,0,0,9,0,4,9,11,201.76715,4,1,163.188191,1,1,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,2,3584.361052,,76561198402781593
358,2,2,0,0,0,0,2,0,5,2,3,23.221999999999998,6,0,49.00289266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,908.6306977,,76561198315871168
373,4,3,0,0,1,0,4,0,5,4,4,241.0747,3,0,257.3425327,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,570.3545167999999,,76561198044028830
