damage,kills,rifle,sniper,pistol,smg,grenade,preplant kill,postplant kill,fast_kill_rating (first_kill),total kills,total deaths,avg kill time,assists,alone kills,Avg Distance to A bomb (on kill),times in catwalk_box,times in topmid_box,times in chair_box,times in midlane_box,times in underpass_box,times in window_box,times in stairs_box,times in tetris_box,times in sandwhich_box,times in Asite_box,times in firebox_box,times in jungle_box,times in connector_box,times in opening_box,times in opening2_box,times in A_main_box,times in T_ramp_box,times in hell_box,times in palace_box,times in pillars_box,times in ticket_box,times in CT_ramp_box,alone_death,total_distance_traveled
1170,10,7,3,0,0,0,10,0,4,10,11,261.40880000000004,6,3,327.3634648652791,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,2,0,0,0,3,5586.928464703695
967,9,7,0,1,1,0,5,4,5,9,8,233.3584125,9,2,287.9613150455388,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4170.727201828274
866,4,3,0,0,1,0,4,0,5,4,10,219.99743333333336,11,2,173.3072127482013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,4521.033635182996
108,1,0,1,0,0,0,1,0,5,1,6,0.0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2104.5794517493646
1305,14,4,3,5,1,1,11,3,4,14,8,137.43615384615384,13,9,138.92123820196386,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,4758.490431911348
458,3,3,0,0,0,0,2,1,5,3,8,840.4062999999999,7,0,841.1260779075224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3384.0806879894053
506,3,1,1,1,0,0,3,0,5,3,8,583.5759999999999,7,0,761.3679007382905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3047.532086715856
1124,14,6,5,2,1,0,10,4,5,14,6,142.1146,12,3,151.66535884632984,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4606.251548946322
1419,13,12,1,0,0,0,10,3,4,13,5,133.0277166666667,15,1,120.50360939874173,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5221.959758665093
529,5,2,3,0,0,0,4,1,5,5,7,365.188075,6,2,465.5034778947377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,2088.254249549043
594,5,3,0,0,0,0,3,2,5,5,5,317.58815000000004,3,2,403.83798465014866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2228.445234501629
1353,15,3,8,2,2,0,12,3,5,15,8,194.0570285714286,15,7,159.48401074185227,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,2,0,0,0,3,4442.855401689796
779,5,4,0,1,0,0,5,0,5,5,13,299.3175,6,0,349.4596027621892,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3461.5945297332255
1683,17,12,0,5,0,0,15,2,3,17,8,174.7301875,19,7,183.4004537114957,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,3,3,0,0,0,0,3,4941.996547371532
1018,9,3,2,3,1,0,7,2,5,9,10,265.1532625,9,1,320.4640639750752,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4895.841870516521
594,6,5,0,0,1,0,6,0,4,6,11,413.68149999999997,8,1,422.53771382649774,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,4759.287163645521
1521,16,11,5,0,0,0,16,0,5,16,8,170.97284666666667,18,3,202.15564705649533,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,3,1,0,0,2,5163.141586841995
985,9,5,2,1,1,0,8,1,4,9,12,337.9785375,12,4,404.37205165434557,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,4,4631.832815133057
529,6,6,0,0,0,0,4,2,4,6,9,556.4862000000002,9,2,598.1855513568299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,5936.729865510901
1145,10,8,0,0,2,0,9,1,5,10,12,277.0544333333333,14,1,268.3703002803511,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,4985.859708601527
1078,9,7,1,0,1,0,8,1,5,9,11,275.584225,4,2,329.26341123746215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5817.133858158131
1212,11,5,4,0,2,0,6,5,4,11,8,208.46856000000002,13,5,156.0358603032013,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6243.809392438201
1008,11,9,1,1,0,0,10,1,4,11,8,202.48927,10,3,211.4176698247466,0,0,0,0,0,0,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,6327.592962697247
1036,10,0,6,1,3,0,10,0,5,10,11,143.31255555555563,12,2,148.48423125512744,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,4804.721224963912
1103,12,7,4,1,0,0,9,3,5,12,8,191.40358181818183,12,1,157.02789087000914,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,5395.057424056745
696,4,1,3,0,0,0,4,0,5,4,8,517.2358,9,1,584.255470275472,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4915.20792202735
1362,9,8,1,0,0,0,8,1,3,9,10,257.0068625,18,4,259.0602416043135,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,6,5834.875587782411
564,6,6,0,0,0,0,4,2,4,6,9,373.94755999999995,10,1,386.65152265634015,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,5239.2319773664385
1153,10,7,1,1,1,0,9,1,5,10,9,264.19705555555555,14,0,265.9191049412659,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,1,0,0,0,0,4116.750988723512
650,6,2,3,0,1,0,6,0,5,6,9,436.2157800000001,7,0,407.79675574257965,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,1,3997.635476437805
1281,12,8,3,0,1,0,10,2,5,12,11,197.12918181818188,5,3,155.736482667451,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,7952.555959616362
999,11,8,1,0,2,0,11,0,5,11,8,188.30737000000002,8,3,199.64620207918475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,4921.375506256574
781,7,7,0,0,0,0,6,1,5,7,8,212.69909999999996,12,0,295.24667713555294,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,3,5235.774185527102
1185,11,4,5,2,0,0,9,2,3,11,7,185.42947000000007,14,4,176.60030335087083,0,0,0,0,0,1,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,6389.8580031503025
1044,10,7,0,0,3,0,10,0,3,10,7,206.4325111111111,15,0,209.65745885526147,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,0,0,1,4188.1116287077775
927,8,8,0,0,0,0,8,0,5,8,7,202.75778571428572,12,3,164.01349065209882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,4878.229013084263
379,2,0,1,0,0,0,2,0,5,2,9,203.88799999999992,8,1,76.95376955586806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4421.7323929286695
743,6,2,2,1,1,0,5,1,5,6,9,350.25758,8,3,366.3014615252273,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,4249.149544945956
902,9,7,0,0,1,0,9,0,4,9,11,233.55815,8,2,234.63961289666346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,6115.306156369811
936,7,1,3,3,0,0,7,0,4,7,9,287.54876666666667,12,0,275.65968305930784,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5552.966309682675
1050,12,5,3,3,1,0,7,5,5,12,8,158.1870181818182,1,4,114.80664480683026,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,3,4971.615493996087
890,9,2,2,5,0,0,8,1,5,9,8,208.4229625,11,2,206.1067884396898,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,1,0,2,4405.732137618973
836,11,6,3,2,0,0,9,2,5,11,6,156.26938,11,1,115.91151785289162,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,3463.5830506794055
1068,9,8,0,0,1,0,9,0,4,9,6,203.27375,12,2,173.14163416926837,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3616.402067700322
1405,12,6,6,0,0,0,12,0,4,12,8,157.98971818181823,13,5,175.54775170015193,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,3,4912.419837542699
409,3,0,1,2,0,0,3,0,5,3,10,332.5728,7,1,227.50206939059547,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3925.460736849231
228,2,2,0,0,0,0,2,0,5,2,8,7.100300000000061,8,0,117.98897092054199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3345.410659753556
784,8,1,6,1,0,0,8,0,5,8,9,218.50985714285721,11,1,135.74560382692806,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,2,4033.8010894290483
1435,15,7,8,0,0,0,13,2,3,15,6,121.28387142857142,12,6,131.3410418139723,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4829.942144573843
916,8,8,0,0,0,0,8,0,5,8,11,227.9338142857143,9,0,200.41519298957297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,4419.0681851567915
700,4,4,0,0,0,0,4,0,5,4,9,219.0046666666667,6,0,278.27779146964036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4814.663727150804
924,8,8,0,0,0,0,8,0,5,8,11,241.9616,8,1,245.3406309814097,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,3,3256.4780030540414
1016,8,8,0,0,0,0,7,1,5,8,9,183.07219999999998,12,1,165.78566422674996,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3422.0531543609477
913,7,6,0,0,1,0,6,1,3,7,9,276.56801666666667,9,2,230.02496540875327,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3040.5935551007033
743,10,10,0,0,0,0,9,1,4,10,7,176.51156666666668,9,6,141.7013319654949,0,3,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,2706.2656742126337
417,4,2,2,0,0,0,4,0,5,4,15,136.02300000000005,5,3,148.96437202536222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3441.7620916601863
1738,20,5,15,0,0,0,19,1,5,20,6,94.60935263157894,20,8,93.54372251544712,1,7,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5001.816806560536
1333,15,5,10,0,0,0,14,1,4,15,6,129.69569285714286,13,4,116.16320289039292,0,0,0,1,0,0,0,0,0,4,0,0,1,0,3,0,0,0,0,0,3,1,0,3891.1166890329564
892,5,4,1,0,0,0,5,0,5,5,10,321.243925,10,2,314.4275845788225,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4302.225202181294
802,9,9,0,0,0,0,9,0,5,9,9,166.2565875,8,0,98.07721847591021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2844.883071519895
175,2,0,0,0,2,0,1,1,5,2,6,635.798,2,2,501.36002081222364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2041.1602510662474
977,8,2,0,1,5,0,7,1,5,8,8,235.41105714285715,15,1,256.57487590838315,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,3960.0717927828277
217,2,2,0,0,0,0,2,0,5,2,7,468.02690000000007,4,0,636.3593939083828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2784.1526024959994
424,5,1,1,2,0,0,5,0,3,5,6,151.80245000000002,8,1,239.87779307586624,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2929.953722652418
659,4,3,1,0,0,0,3,1,4,4,9,439.4069666666667,8,0,469.5387643208549,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3118.458513078312
668,6,2,2,2,0,0,4,2,3,6,9,303.17032,6,2,368.61146146376115,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3627.5657846888553
662,5,5,0,0,0,0,4,1,5,5,5,345.933225,11,0,301.88538655243536,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3124.2272285399868
1220,11,1,7,3,0,0,10,1,5,11,4,114.25307000000001,13,2,106.57900908684287,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,2,3527.2985649355587
834,8,3,2,0,3,0,6,2,4,8,5,139.4373,8,3,172.859520172278,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3873.067100044427
882,9,4,4,0,0,1,8,1,5,9,6,91.66593749999998,9,2,62.88092322625375,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3998.6518120347287
535,5,5,0,0,0,0,5,0,5,5,4,287.78937500000006,6,1,236.1931688270169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4125.229625036619
884,6,2,2,0,2,0,6,0,5,6,6,260.19039999999995,10,0,179.51575228856467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3127.131590314092
687,6,2,4,0,0,0,5,1,4,6,7,248.85714,8,1,140.9294366730092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,3242.276955957871
840,7,3,2,1,1,0,5,2,4,7,3,241.23080000000002,8,0,252.90358489222137,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2835.11412248043
926,12,11,1,0,0,0,8,4,4,12,2,129.3953818181818,13,3,158.99618234865463,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,3849.3205998417984
300,3,2,0,1,0,0,1,2,5,3,6,376.318,2,0,305.8337173931601,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1723.6203793162585
347,3,1,0,2,0,0,2,1,4,3,7,229.90050000000014,5,2,22.986627472422626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3565.708052109652
444,3,2,0,1,0,0,3,0,5,3,8,222.35214999999988,5,0,79.90573287783997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4281.965186444754
577,4,1,2,0,1,0,3,1,5,4,6,484.62866666666673,8,1,390.8638073798565,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3333.146231616145
824,6,5,0,0,1,0,3,3,5,6,7,286.34514,8,1,291.8444332961388,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,3054.307164356942
609,8,5,0,0,3,0,7,1,3,8,6,187.96225714285714,3,1,175.7570676103296,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3771.029005626153
851,5,3,0,0,2,0,5,0,5,5,11,136.43192499999998,11,2,113.60720390069383,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,2,5029.885974496782
835,9,9,0,0,0,0,7,2,5,9,12,282.70968750000003,15,4,333.09772171332725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4668.396465259604
1582,13,10,0,1,2,0,13,0,4,13,12,179.92200833333334,15,1,179.74986659723047,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,2,1,5,0,0,0,0,3,3242.209070508301
1174,13,0,12,1,0,0,10,3,5,13,9,175.3195333333333,9,3,126.20185468295115,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,0,0,0,4,5065.7437642279265
752,7,5,2,0,0,0,6,1,5,7,9,364.44893333333334,8,1,384.659475582575,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4926.509119743751
1083,10,8,1,0,1,0,8,2,5,10,9,251.10642222222225,14,2,254.60668257658128,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,1,0,2,4431.48611068741
1542,11,6,2,2,1,0,8,3,4,11,11,204.54180000000005,17,1,218.74751683082678,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,1,0,1,0,0,0,0,3,4094.56015633884
1307,15,13,0,0,1,1,15,0,4,15,7,153.654,18,1,156.92064744276362,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,3721.1717613546734
637,6,4,2,0,0,0,5,1,5,6,9,311.60884000000004,9,0,247.88351109477588,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,4990.737834021508
1070,11,9,1,0,1,0,10,1,5,11,11,201.81930000000003,2,4,207.8649169977967,1,2,2,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,5165.295789346377
1126,7,6,1,0,0,0,6,1,4,7,10,257.00556666666665,13,2,295.9829015503529,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4075.397439865301
854,4,3,0,0,1,0,4,0,5,4,10,174.68826666666658,10,1,132.86868333720307,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,4040.3966294708143
1037,8,4,0,1,2,0,6,2,3,8,12,228.3451,12,3,225.1647390427618,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,3,4771.6389824989665
1154,20,8,0,1,10,0,15,5,5,20,11,83.41979473684215,15,7,52.01807268228762,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,4,5575.229416299793
810,10,7,2,0,1,0,10,0,5,10,9,121.4419777777778,11,2,118.41882044800263,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3943.247865148922
964,7,7,0,0,0,0,6,1,5,7,16,262.95421666666664,15,2,339.06841324296346,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,6865.20311289123
1171,10,9,1,0,0,0,8,2,5,10,9,186.5680555555556,14,3,151.97568907108723,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,6986.757413071667
2272,22,22,0,0,0,0,15,7,4,22,7,80.59918571428572,15,5,74.6141747269774,0,0,0,0,0,0,1,1,0,1,0,0,1,1,3,1,1,0,0,0,0,0,3,4725.317555010366
528,4,2,1,1,0,0,3,1,3,4,10,558.7355333333334,8,1,439.74314688968684,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3605.610139740115
794,10,10,0,0,0,0,7,3,5,10,8,179.01165555555556,2,0,154.34207140527724,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,4484.66199499391
946,4,3,0,0,1,0,4,0,5,4,8,475.67096666666663,11,1,508.44992903486445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3103.142512883047
440,7,5,2,0,0,0,6,1,5,7,7,236.26238333333336,9,0,218.53971141721607,0,0,1,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,2333.033273570675
501,7,6,0,1,0,0,3,4,5,7,7,209.42463333333333,10,2,225.8769046023955,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,2417.296202391658
998,8,5,2,1,0,0,4,4,3,8,5,218.0354857142857,7,2,174.03321982135267,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,5669.057162709425
669,5,5,0,0,0,0,3,2,4,5,7,391.6729,12,0,416.1061796662593,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2693.4414895303194
1020,9,9,0,0,0,0,7,2,4,9,6,181.6740375,13,2,193.2641929189396,0,0,0,0,0,1,0,1,1,1,0,0,2,0,0,1,0,0,0,0,1,0,2,3605.5396669192596
641,6,5,1,0,0,0,4,2,4,6,7,312.65088000000003,9,1,344.5882157035961,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2933.8250156286003
783,7,5,2,0,0,0,6,1,5,7,5,253.21298333333334,9,1,241.21530726291334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,2,2481.8796604430236
948,8,8,0,0,0,0,4,4,5,8,7,210.94945714285714,10,0,202.2665955600581,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,2819.4533247349136
338,4,1,3,0,0,0,4,0,4,4,6,441.82169999999996,2,0,481.8799392194292,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2187.2255550865907
719,7,1,6,0,0,0,7,0,5,7,4,134.01161666666667,10,1,163.98942142255132,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2759.7753544406246
498,5,3,1,0,1,0,5,0,5,5,5,101.84882499999999,7,1,78.78647930399126,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1269.2375765486381
502,5,5,0,0,0,0,5,0,4,5,2,255.0987,6,1,383.05726995940233,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2108.2229287953337
741,8,5,2,1,0,0,8,0,3,8,3,118.32768571428574,10,2,122.44030403427874,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,0,1,1749.5242975428478
303,2,1,0,0,0,1,2,0,5,2,4,106.42790000000002,5,2,518.4736800175364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1668.1772671347362
714,5,5,0,0,0,0,5,0,5,5,6,89.994875,7,1,80.61794757856691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,2,1786.6403404491746
220,2,2,0,0,0,0,2,0,5,2,5,211.9190000000001,5,1,731.3106142350572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2230.9773249568657
579,6,4,1,0,1,0,5,1,4,6,5,193.7457,6,0,217.7174036070572,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1905.8315260032641
258,1,1,0,0,0,0,1,0,5,1,6,0.0,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2673.0159404243095
402,4,2,2,0,0,0,4,0,5,4,5,251.3635333333335,1,0,262.7106349897342,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1628.0167593211488
752,6,6,0,0,0,0,6,0,5,6,10,463.92389999999995,10,1,455.429164602671,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3,4056.1196162072238
946,8,5,0,0,3,0,8,0,5,8,10,245.24084285714284,14,2,175.07415692834783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,4,5073.875582382748
1362,13,0,12,0,1,0,13,0,4,13,8,179.606175,14,2,178.29599241154858,0,1,0,0,0,4,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,3,4020.625583222703
1020,9,6,0,0,2,1,6,3,3,9,7,270.1867000000001,10,3,330.9475597036104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2,5476.743783189515
774,7,1,3,1,2,0,4,3,5,7,10,251.7741666666667,9,0,251.9122405025191,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5692.249340852991
917,7,4,3,0,0,0,7,0,5,7,9,379.40903333333335,10,1,409.1126840983975,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3995.9685139852886
664,5,5,0,0,0,0,4,1,5,5,10,311.374675,10,2,296.6245706053811,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2,3847.8706207005166
1017,15,11,2,0,2,0,13,2,4,15,6,162.73782857142857,13,4,158.7811693646111,0,1,0,1,0,0,0,1,0,0,0,2,0,0,1,1,1,0,0,0,2,0,1,4878.6561817867005
1149,9,8,0,1,0,0,8,1,5,9,9,189.99487500000004,14,0,154.06091553763912,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5073.3826704543735
1040,9,5,1,1,2,0,8,1,5,9,9,236.4964625,6,4,285.96918286487835,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,7029.359591597867
906,2,2,0,0,0,0,1,1,5,2,13,571.2629999999999,17,1,676.7919615158208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8062.426325934821
1830,18,13,3,0,1,0,13,5,5,18,12,150.0143705882353,24,1,155.39749777951468,0,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,8281.952957061621
1091,13,9,2,1,0,0,8,5,4,13,10,211.4734083333334,17,3,235.11557650049474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,4,7466.677912821974
1817,17,9,8,0,0,0,14,3,5,17,13,125.6201875,17,3,152.50651465055864,0,0,0,0,0,2,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,6256.247549970585
1032,14,13,0,0,0,1,8,6,5,14,12,127.39669230769232,16,2,132.8502541205506,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8345.323497078014
1345,16,10,0,0,6,0,7,9,5,16,15,167.98272666666665,17,7,162.49256678641262,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,7455.311784551265
1515,10,8,0,0,2,0,9,1,5,10,10,197.3977,19,1,237.26114235206438,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,3,7027.318610724998
1097,10,2,8,0,0,0,9,1,5,10,17,248.73791111111112,13,2,258.68850849238953,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,2,7100.38024606856
1536,14,12,0,0,1,1,11,3,5,14,9,179.5334769230769,17,2,160.31327882353168,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,0,2,7887.964661413923
