damage,kills,rifle,sniper,pistol,smg,grenade,preplant kill,postplant kill,fast_kill_rating (first_kill),total kills,total deaths,avg kill time,assists,alone kills,Avg Distance to A bomb (on kill),times in catwalk_box,times in topmid_box,times in chair_box,times in midlane_box,times in underpass_box,times in window_box,times in stairs_box,times in tetris_box,times in sandwhich_box,times in Asite_box,times in firebox_box,times in jungle_box,times in connector_box,times in opening_box,times in opening2_box,times in A_main_box,times in T_ramp_box,times in hell_box,times in palace_box,times in pillars_box,times in ticket_box,times in CT_ramp_box,alone_death,total_distance_traveled
965,8,2,4,2,0,0,8,0,4,8,8,168.5908142857143,9,2,165.51197659065414,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4180.89060579433
553,7,4,0,2,0,1,5,2,5,7,6,235.10298333333333,4,1,212.83797858498374,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,1,3621.1609554726897
800,6,6,0,0,0,0,5,1,5,6,8,252.717,9,0,194.80054157425442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,4676.564599046521
616,3,1,0,0,1,1,3,0,5,3,9,371.06809999999996,14,1,512.1872991493176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5037.133077131417
929,11,3,7,0,1,0,9,2,4,11,8,94.79155,8,1,140.37939573296632,0,0,0,0,0,4,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,2,2670.6925934071405
1442,11,8,0,2,0,1,11,0,3,11,9,136.83189,15,0,143.87051665881467,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4417.940489600312
1260,14,13,0,1,0,0,7,7,3,14,4,100.80751538461537,10,3,126.95931056889646,0,1,1,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,4948.788514585214
1120,9,8,1,0,0,0,8,1,5,9,9,175.41547500000001,13,1,174.76752852893063,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0,3,4673.8154957154975
388,5,0,1,0,4,0,3,2,5,5,10,215.40552499999998,6,0,136.34876349653513,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5671.647630793613
1168,12,7,0,0,5,0,8,4,4,12,7,124.63693636363637,12,6,113.73185680949115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,4,6093.415744418359
840,6,5,1,0,0,0,6,0,5,6,9,136.71300000000002,11,0,72.57878925000779,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,5690.503316408448
708,6,4,0,0,2,0,6,0,5,6,10,149.75871999999998,5,1,143.894414782355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,4775.829599994092
555,2,2,0,0,0,0,2,0,5,2,14,6.094000000000051,9,1,61.94297742902677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3443.9467394287444
1831,16,11,4,0,1,0,13,3,5,16,11,143.75648666666663,20,5,150.59210458672624,2,0,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0,4,5328.909611521889
1166,10,5,3,2,0,0,10,0,5,10,11,185.30615555555553,15,1,205.56405033686303,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,2,0,0,0,2,7094.87435736778
838,4,4,0,0,0,0,3,1,5,4,11,522.3435666666667,12,2,527.3155426732295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3874.8028468884995
1166,18,0,4,0,0,1,14,4,5,18,11,122.54587647058827,14,8,126.62851462710672,0,1,0,0,1,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4,7516.61784354725
1393,15,13,0,0,2,0,14,1,5,15,11,156.36649285714287,15,2,163.23481747845264,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,7638.63372459429
1383,13,13,0,0,0,0,9,4,5,13,12,171.89044166666667,14,0,177.12643169913846,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,0,1,3,1,0,0,0,2,4487.470111058609
1442,14,12,1,1,0,0,13,1,4,14,7,159.22824615384616,14,2,175.49516984934223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,5488.60339552218
1388,11,11,0,0,0,0,10,1,4,11,8,201.35892,17,5,178.4214576923141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,5986.796163224848
805,5,0,1,3,0,1,4,1,5,5,12,488.091525,5,1,543.0111015059723,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4393.7783448205
1256,8,8,0,0,0,0,8,0,4,8,10,319.35984285714284,14,0,303.47276540178956,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,4,0,0,0,1,3952.0978649285917
1155,15,13,1,0,0,1,9,6,5,15,9,190.18680714285713,18,7,189.13344216016148,0,0,0,1,0,0,1,0,0,3,0,0,0,1,0,2,0,0,0,0,0,1,5,7498.729141664676
937,7,7,0,0,0,0,6,1,5,7,9,345.41781666666674,14,2,334.7648030134739,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4132.341171844662
1153,10,8,0,0,2,0,10,0,5,10,9,260.4822444444446,14,0,253.56754316679724,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,3,3562.850469520012
1187,10,8,0,1,1,0,9,1,5,10,11,252.31844444444445,16,2,257.25455887472083,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,2,4927.162201754606
940,9,8,0,0,0,0,9,0,5,9,12,334.26061250000004,11,2,316.87640681236877,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,2,4296.757073830776
1605,14,8,4,0,2,0,13,1,4,14,11,184.04809230769231,17,1,189.8018113382953,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,3,1,0,1,2,6470.965451201015
928,9,7,1,0,1,0,7,2,4,9,8,332.0064875,10,2,278.82106674171484,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5393.061454645727
1305,12,8,1,1,2,0,10,2,3,12,9,236.71175454545454,16,1,190.76078827695983,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,2,5336.534397248363
679,4,3,0,0,1,0,2,2,5,4,10,536.6463333333336,8,0,365.9465187268567,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4747.650444850805
917,10,5,2,1,2,0,10,0,5,10,14,192.47077777777778,12,0,196.9365636135111,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,5229.640972226728
690,8,5,0,0,2,1,8,0,4,8,12,329.00617142857146,10,2,358.6875429595439,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,5,7964.4355964527895
843,11,9,0,0,1,1,9,2,4,11,10,206.6105700000001,11,2,248.9557957398177,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,3,5383.14842887447
1292,16,14,1,0,1,0,14,2,5,16,12,127.39393999999999,13,9,125.81558911726889,1,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,2,0,6,7062.772628055762
1194,14,10,2,1,1,0,9,5,5,14,13,129.82024615384617,11,4,119.12623204154478,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,5648.950795177016
1269,12,10,0,0,0,1,10,2,5,12,21,194.7273454545455,16,2,196.13625385138903,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,0,1,7732.4236525017095
100,1,0,1,0,0,0,1,0,5,1,2,0.0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515.4268638509163
1554,17,3,12,2,0,0,14,3,4,17,8,129.9443375,17,4,137.1324652748566,0,2,1,0,0,3,2,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,5412.510257282065
2002,18,17,0,0,1,0,16,2,4,18,12,137.38722352941176,17,3,175.42631893062168,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,4,7613.59083823793
1380,14,8,2,0,4,0,12,2,3,14,17,174.72867692307693,4,2,197.5074535999561,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,2,3,7338.459758043131
333,3,3,0,0,0,0,3,0,5,3,7,768.50185,6,1,974.0573387850271,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2568.6875625437942
499,3,3,0,0,0,0,2,1,5,3,7,721.1307,6,1,646.7657768620718,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1453.4995525217146
752,7,6,1,0,0,0,7,0,4,7,6,148.3386833333333,8,5,145.80724685929474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,2370.7812769407055
584,4,1,0,2,1,0,4,0,3,4,7,497.62253333333337,5,2,697.0001421775282,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2602.1756075604803
542,6,5,0,0,0,0,6,0,3,6,5,273.29232,8,2,330.30225722210616,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,3395.120357780479
514,2,2,0,0,0,0,2,0,5,2,7,1039.7251999999999,6,1,1052.9555320604577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2896.038142077032
328,2,1,0,0,1,0,2,0,5,2,4,1349.3321999999998,6,0,1328.8305127032816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,990.9693039910884
826,7,1,3,3,0,0,5,2,4,7,3,216.85029999999998,9,2,211.22548282381987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3988.7467223613244
1052,14,14,0,0,0,0,12,2,4,14,4,119.96222307692308,11,4,140.77142655360606,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,0,0,1,0,2,3172.042577778214
588,7,7,0,0,0,0,7,0,5,7,5,240.56451666666666,2,1,290.10034054877474,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3047.534706427945
2096,19,6,13,0,0,0,19,0,5,19,14,109.90726666666666,22,4,81.35217170502841,0,2,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,1,0,0,0,0,2,10385.45633575408
1450,14,6,1,3,4,0,10,4,5,14,16,163.40585384615386,19,4,188.32010376601784,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,3,7302.463579284209
1957,15,5,5,0,5,0,14,1,4,15,13,147.14474285714283,21,2,177.50572576000175,0,0,0,0,0,0,0,0,0,3,0,1,5,0,2,0,1,0,0,0,0,1,3,7521.933274429071
1040,10,4,0,1,5,0,8,2,5,10,16,221.22845555555557,16,3,257.4589766538341,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,9690.326557852355
1504,16,3,9,3,1,0,15,1,5,16,11,123.81607333333334,17,1,125.53869452809779,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,7383.3010880011525
1721,12,6,4,1,0,0,10,2,5,12,17,172.08026363636367,18,2,164.0626166291039,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,7116.802294398331
2098,18,17,0,0,1,0,13,5,4,18,13,120.23454117647057,22,6,101.31265350359439,1,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,1,4,7592.6168509204235
1649,18,5,7,1,4,0,15,3,3,18,15,126.29445882352941,20,4,99.72623854837309,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,5,8661.944854634032
1388,13,7,2,4,0,0,13,0,5,13,15,140.33600833333333,17,3,164.46028083271588,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,4,8842.457900706391
915,9,7,0,0,2,0,7,2,5,9,14,204.88416250000003,4,1,262.62877742642286,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,6594.2886222866
959,10,5,5,0,0,0,9,1,5,10,3,161.7602222222222,7,2,154.26388313423192,0,0,0,0,1,1,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,1,2043.111340254735
751,6,3,2,0,1,0,6,0,4,6,6,125.50883999999999,9,0,128.15638238028413,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1607.0928200261772
672,7,7,0,0,0,0,7,0,5,7,5,168.1954166666667,7,0,146.53551158258273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2082.293721958253
677,6,3,2,1,0,0,4,2,5,6,4,268.72084,7,2,283.41059033088607,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3063.7045079259747
305,5,2,3,0,0,0,5,0,5,5,2,202.808,4,2,155.22987686860793,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3188.00795663858
573,4,1,1,0,2,0,4,0,5,4,7,275.67233333333337,5,3,162.60711018228858,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,2581.770776048309
469,6,0,2,4,0,0,5,1,5,6,6,267.1018,7,2,295.5240772912009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,2094.456270610555
395,4,3,0,0,1,0,4,0,4,4,7,489.0104666666666,4,0,562.3659038087733,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1867.5727281363825
720,5,5,0,0,0,0,5,0,5,5,6,345.433925,6,0,258.4861133948359,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1676.1367889524824
129,0,0,0,0,0,0,0,0,0,0,7,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1851.8138042569599
379,5,3,0,1,0,1,5,0,5,5,5,317.11445,7,2,290.1943659979897,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2007.7963142515325
904,9,3,4,2,0,0,9,0,5,9,5,190.4280750000001,10,2,268.4047067066927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,2,5171.868393381399
628,5,3,0,0,2,0,4,1,4,5,5,349.77060000000006,8,1,249.83641919592145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2906.644238528418
1211,14,1,13,0,0,0,12,2,5,14,5,101.8294846153846,13,1,78.39940388085036,0,0,1,0,0,3,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,3344.142630710676
651,3,3,0,0,0,0,1,2,5,3,5,23.42750000000001,7,0,252.90486602015608,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2406.485669617278
361,2,2,0,0,0,0,0,2,5,2,8,14.097000000000207,5,1,343.2454877764195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3194.88115107388
585,5,0,0,0,4,0,5,0,4,5,8,362.87525,9,2,339.67283008545326,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,4,2939.1077628625344
1032,11,7,3,0,1,0,8,3,3,11,7,147.84139,9,2,171.54926412191315,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4228.467800053888
529,4,4,0,0,0,0,3,1,5,4,6,24.68299999999984,7,3,16.987289223380287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2386.363369216216
404,3,2,1,0,0,0,1,2,5,3,7,644.3093,4,0,652.4617600802385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2859.0273935546493
1859,18,15,0,0,3,0,14,4,5,18,9,84.99507647058824,15,3,84.24078259734193,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,2,0,0,0,0,3,6955.974852190169
1357,12,8,0,2,2,0,11,1,4,12,10,133.38273636363635,18,1,135.09846540957344,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,6712.406294373667
707,9,7,0,0,2,0,7,2,4,9,6,169.99165000000005,13,3,163.20196394677595,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,6264.904770169515
1116,7,3,2,1,1,0,7,0,5,7,11,192.50136666666666,14,1,231.86650326906383,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5772.052426403548
859,10,3,3,1,0,0,7,3,4,10,9,146.56986666666666,14,2,143.64904725534117,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,5435.2697108247885
1429,10,9,0,0,1,0,8,2,5,10,12,65.93895555555555,16,3,68.18388991124012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,8031.737405627954
1450,10,9,0,0,0,1,10,0,5,10,11,159.86185555555554,18,5,161.7641682433975,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,6623.583554291465
699,11,2,5,1,3,0,5,6,3,11,9,142.98149,12,4,132.4423983401985,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8069.726306875639
768,6,3,0,0,3,0,4,2,5,6,12,215.85586000000004,10,4,231.30240908167625,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5816.91119092683
800,8,1,0,1,0,1,5,3,4,8,12,183.76585714285716,6,1,112.87300030507534,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6119.604708024303
2254,25,9,14,1,0,1,18,7,4,25,9,91.91465000000001,26,4,88.74796648903953,0,3,1,1,1,1,0,2,0,0,0,0,2,0,2,3,1,0,1,0,0,0,2,8172.87702531383
1944,15,5,8,2,0,0,14,1,5,15,13,168.5652857142857,19,4,155.83733179493586,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,7610.926576300198
1970,20,10,6,4,0,0,17,3,4,20,16,139.4121263157895,16,7,144.72819616209995,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,3,9722.979962929643
821,7,2,0,2,2,1,7,0,4,7,13,392.6728666666666,13,0,390.55015785742324,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,5291.591011588474
871,8,8,0,0,0,0,6,2,5,8,12,134.29400000000004,12,0,157.59284394073578,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,4,5958.287793097325
1411,14,3,9,0,1,0,12,2,5,14,14,183.84516153846153,15,4,167.23216058807947,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,3,1,1,1,0,0,0,2,6850.785218735886
1654,16,15,0,0,1,0,13,3,5,16,15,128.06494666666669,19,6,113.68569373949134,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,4,7731.984766658068
1107,11,11,0,0,0,0,11,0,5,11,16,224.06829,12,2,225.32450489875538,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,7416.110634436981
1911,15,15,0,0,0,0,13,2,5,15,14,146.5282857142857,21,4,145.96042525404843,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,2,1,0,0,0,3,9185.981320455303
649,6,3,2,1,0,0,6,0,5,6,15,437.48902,3,2,352.8688783156499,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5,7642.747300928598
512,5,5,0,0,0,0,5,0,4,5,8,267.282,5,2,322.9450837301024,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4095.1838206285106
327,3,3,0,0,0,0,3,0,5,3,8,108.6880000000001,4,0,155.6972196720935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1716.729914857953
639,12,11,0,1,0,0,10,2,4,12,6,136.61687272727272,6,5,91.48015629715765,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,3479.7324677496313
628,6,2,4,0,0,0,6,0,4,6,7,283.63582,7,0,305.9332049977741,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1973.7409540649342
848,8,5,1,2,0,0,8,0,3,8,8,201.36024285714296,8,1,182.73346171573894,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3470.6699238881856
1957,18,12,6,0,0,0,14,4,5,18,5,89.46551176470588,18,1,66.04437321444156,0,0,0,0,0,1,2,1,0,1,0,0,2,0,2,0,3,0,0,0,0,0,1,5665.9507315826595
169,1,0,1,0,0,0,1,0,5,1,1,0.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,491.81197600578014
777,8,4,3,1,0,0,7,1,5,8,13,135.46657142857143,7,0,114.14045951952302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3510.9661934137666
606,5,2,3,0,0,0,4,1,5,5,9,238.80125000000004,6,0,132.11051337413397,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3201.604991398145
519,6,2,2,0,2,0,5,1,5,6,7,128.244,0,2,149.45279493927322,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3545.792218719359
380,6,5,1,0,0,0,2,4,5,6,6,284.03459999999995,5,1,295.12316489020276,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2909.659888299141
887,6,3,0,1,2,0,6,0,4,6,13,275.47722,11,1,196.31525230546663,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,2714.9847609705525
200,2,0,2,0,0,0,2,0,5,2,2,116.89189999999996,1,0,96.3830746744265,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,722.5081033664089
701,4,3,0,1,0,0,2,2,5,4,14,210.26983333333337,8,0,194.274717720323,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2861.3559745224265
936,7,5,0,2,0,0,7,0,4,7,8,178.56226666666666,12,0,159.1316984139363,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2,3063.608149648411
1100,12,11,0,0,1,0,12,0,5,12,3,103.43820909090914,13,2,58.66522277050126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,5100.970876338455
1117,12,11,0,0,1,0,11,1,4,12,5,99.67343636363636,12,1,56.267858063978544,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,4822.532057465118
634,9,4,4,0,1,0,7,2,5,9,6,103.6516125,10,1,100.20862961450322,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,1,0,2,4829.162068049645
613,9,7,0,0,2,0,9,0,5,9,6,109.2383875,6,1,89.09894435098423,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,1,0,0,0,3627.4259708511217
204,1,1,0,0,0,0,0,1,5,1,5,0.0,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4159.998962619695
1286,12,4,8,0,0,0,11,1,5,12,9,181.5673,14,4,179.8782622016424,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,4250.563959981988
855,8,5,1,0,1,1,8,0,4,8,9,291.0001285714286,9,4,346.79692742789445,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,6256.057057950208
920,9,5,4,0,0,0,8,1,4,9,12,205.58502499999997,10,0,180.3147028869503,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,4575.208024011707
367,3,3,0,0,0,0,1,2,5,3,5,64.18860000000001,4,0,305.94724404067284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1631.4265981463732
1126,11,8,2,1,0,0,8,3,5,11,7,155.83130999999997,17,2,189.75547620620324,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,4462.993343068291
480,5,3,1,1,0,0,5,0,5,5,11,493.597675,6,1,474.80272933869867,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,4643.619931915084
866,8,7,1,0,0,0,7,1,3,8,9,279.42562857142855,8,3,313.1764226691017,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,4446.257922603931
1118,12,11,0,0,0,0,5,7,5,12,5,180.75743636363634,13,8,229.74034817785068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,4539.52403324825
1061,8,5,3,0,0,0,7,1,5,8,10,169.62462857142856,9,0,86.22292143212975,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4685.920437195249
764,9,7,1,1,0,0,5,4,5,9,8,227.31328749999997,5,1,281.9151571379758,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,5087.4498821725765
994,7,2,0,0,5,0,6,1,5,7,17,167.79366666666667,14,0,156.9865962894872,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,1,5154.55329581769
1027,11,2,7,2,0,0,5,6,5,11,8,89.48970000000001,16,4,136.99675006054483,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,6568.631985776107
1117,11,8,0,0,2,1,8,3,3,11,9,183.97655000000003,15,7,169.27459317804988,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5,6587.809474583829
775,6,4,1,0,1,0,5,1,4,6,11,363.93528000000003,8,1,300.70871087522863,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,3576.015799790288
523,5,2,0,3,0,0,4,1,5,5,7,320.171275,11,1,336.26884186221014,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,2,4196.944050185474
1011,11,8,0,1,2,0,8,3,5,11,7,211.37196,14,3,187.09221786838424,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6427.859338178884
1154,12,6,0,0,6,0,10,2,5,12,10,184.68910909090908,13,2,202.62664074784314,0,0,1,6,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,2,4292.984541914933
893,7,4,0,0,3,0,4,3,4,7,9,349.2565833333333,11,1,292.54884019719606,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5283.063499679717
