"damage","rifle","sniper","pistol","smg","grenade","preplant.kill","postplant.kill","total.kills","total.deaths","avg.kill.time","assists","alone.kills","Avg.Distance.to.A.bomb..on.kill.","alone_death","total_distance_traveled","Role"
858,9,1,0,0,0,6,4,10,9,185.8814333,10,3,159.6444695,4,3823.494592,"2"
1108,6,0,0,3,0,7,2,9,12,163.27475,21,0,118.5447096,0,5772.608257,"0"
1066,6,4,1,0,0,8,3,11,12,172.69689,15,0,179.3557104,3,7416.589429,"0"
742,3,2,0,0,0,5,0,5,13,208.27585,12,0,130.3300374,2,6501.79407,"0"
1457,5,4,0,1,0,8,2,10,9,260.6641111,15,2,289.5244155,3,6147.748816,"2"
539,6,0,0,0,0,3,3,6,11,415.60746,1,1,440.9606771,5,4832.949088,"4"
550,4,2,2,0,0,8,0,8,8,140.0655143,8,0,139.8552864,3,4676.986514,"0"
1266,10,2,3,0,1,12,4,16,7,169.8314,17,5,151.1893092,3,8346.510762,"4"
1246,3,6,4,1,0,9,5,14,7,194.9556923,15,0,162.7064225,3,6029.534103,"2"
2134,18,0,3,0,0,19,2,21,9,125.09296,21,0,120.1684329,3,7209.608832,"0"
1305,4,3,5,1,1,11,3,14,8,137.4361538,13,9,138.9212382,3,4758.490432,"4"
1353,3,8,2,2,0,12,3,15,8,194.0570286,15,7,159.4840107,3,4442.855402,"4"
779,4,0,1,0,0,5,0,5,13,299.3175,6,0,349.4596028,4,3461.59453,"0"
1683,12,0,5,0,0,15,2,17,8,174.7301875,19,7,183.4004537,3,4941.996547,"4"
379,0,1,0,0,0,2,0,2,9,203.888,8,1,76.95376956,1,4421.732393,"3"
1050,5,3,3,1,0,7,5,12,8,158.1870182,1,4,114.8066448,3,4971.615494,"0"
1068,8,0,0,1,0,9,0,9,6,203.27375,12,2,173.1416342,1,3616.402068,"2"
1435,7,8,0,0,0,13,2,15,6,121.2838714,12,6,131.3410418,2,4829.942145,"3"
417,2,2,0,0,0,4,0,4,15,136.023,5,3,148.964372,3,3441.762092,"2"
1738,5,15,0,0,0,19,1,20,6,94.60935263,20,8,93.54372252,2,5001.816807,"3"
834,3,2,0,3,0,6,2,8,5,139.4373,8,3,172.8595202,1,3873.0671,"2"
840,3,2,1,1,0,5,2,7,3,241.2308,8,0,252.9035849,1,2835.114122,"2"
444,2,0,1,0,0,3,0,3,8,222.35215,5,0,79.90573288,0,4281.965186,"0"
1154,8,0,1,10,0,15,5,20,11,83.41979474,15,7,52.01807268,4,5575.229416,"1"
2272,22,0,0,0,0,15,7,22,7,80.59918571,15,5,74.61417473,3,4725.317555,"1"
998,5,2,1,0,0,4,4,8,5,218.0354857,7,2,174.0332198,3,5669.057163,"2"
303,1,0,0,0,1,2,0,2,4,106.4279,5,2,518.47368,1,1668.177267,"2"
1020,6,0,0,2,1,6,3,9,7,270.1867,10,3,330.9475597,2,5476.743783,"4"
1830,13,3,0,1,0,13,5,18,12,150.0143706,24,1,155.3974978,3,8281.952957,"0"
958,6,0,0,0,1,7,0,7,10,327.3479833,14,5,324.2750485,2,4809.27741,"2"
1028,6,0,0,3,0,8,1,9,11,269.891475,14,4,254.1333289,3,6324.281625,"2"
1056,13,0,0,0,0,8,5,13,9,208.2687083,14,4,228.8644556,2,7150.599416,"2"
862,9,0,1,0,0,6,4,10,9,240.4488778,16,3,235.2254853,2,4946.630593,"2"
955,7,0,0,1,0,8,0,8,6,228.1378714,11,5,228.2791946,2,4189.74795,"2"
1042,12,0,0,0,0,9,3,12,5,115.9985364,12,2,158.7972014,2,5822.969053,"2"
1139,3,4,2,0,0,9,0,9,9,197.7126625,10,7,210.1493758,2,3539.831495,"2"
1359,4,6,2,0,2,14,0,14,9,136.0525538,14,3,128.0151334,2,3116.942299,"2"
1819,10,6,2,1,0,18,1,19,10,127.6655389,18,4,125.4318127,3,7724.851719,"2"
905,8,0,1,0,0,6,3,9,9,153.1250375,10,4,152.5711421,1,4464.276765,"2"
1417,2,4,2,2,1,10,1,11,10,242.99614,14,3,234.5157956,1,7503.067145,"2"
1083,1,6,2,1,0,9,1,10,9,262.0674556,10,2,255.3703883,1,2949.221554,"3"
372,0,3,0,0,0,3,0,3,5,226.6745,4,0,152.7213489,1,1772.924097,"3"
718,5,0,0,0,0,5,0,5,8,79.3078,4,0,65.95586715,3,2395.233904,"1"
1044,5,2,2,0,0,9,0,9,13,261.3725375,12,2,335.9640491,2,5874.449562,"2"
845,1,0,1,4,0,5,1,6,13,453.23562,12,2,423.1434237,3,3344.948197,"4"
912,0,1,1,3,0,5,0,5,14,516.006325,12,0,598.7462598,0,4843.189904,"3"
450,3,0,0,0,0,3,0,3,7,576.4127,5,0,457.9956388,0,1907.638494,"0"
716,5,0,0,0,0,5,2,7,23,208.7986,9,1,242.6217186,1,2641.346474,"0"
9,0,0,1,0,0,1,0,1,2,0,0,0,0,0,1118.977944,"1"
513,1,2,0,0,0,5,0,5,11,323.612,6,0,345.5310204,3,3662.113012,"3"
1426,13,4,0,0,0,13,4,17,9,128.197325,14,3,133.6103554,1,5625.128105,"0"
1147,7,1,0,0,1,9,0,9,9,249.6045125,11,3,245.2065482,3,3462.381676,"2"
572,4,1,0,0,0,4,1,5,10,404.67895,9,2,530.3806113,1,4208.362974,"4"
637,4,0,0,0,0,4,0,4,9,269.8881,7,1,272.262866,4,4341.169776,"2"
817,6,2,0,0,0,8,0,8,7,211.0970286,10,4,214.7452157,1,3845.21364,"2"
470,3,0,0,1,0,4,0,4,8,212.8473333,6,0,322.8841546,1,3590.001256,"0"
850,5,0,3,0,0,5,3,8,6,226.8765143,6,4,271.3195827,2,3425.093537,"2"
310,0,0,0,4,0,3,1,4,2,120.0872333,5,1,55.85993144,1,1325.849252,"1"
515,6,0,0,0,0,6,0,6,2,49.67638,4,0,49.54815332,1,1671.253473,"1"
326,5,0,0,0,0,5,0,5,2,50.355275,2,0,66.71445963,0,1159.509937,"1"
126,0,0,0,0,0,0,0,0,4,0,4,0,0,2,670.5152379,"1"
555,1,0,0,3,0,3,1,4,4,124.4568667,4,0,62.13615181,0,1625.509149,"3"
17,0,0,0,0,0,0,0,0,2,0,1,0,0,0,157.7088981,"1"
302,1,0,0,1,0,2,0,2,9,335.921,2,0,476.9464787,1,1472.884444,"3"
540,1,2,0,0,0,3,0,3,7,367.56515,7,0,302.283622,1,1682.968433,"3"
375,2,0,0,0,0,2,0,2,7,116.2626,6,2,250.7312944,2,2828.780394,"1"
410,0,0,0,3,0,2,1,3,8,650.85235,8,1,578.3071059,1,2753.029526,"3"
447,3,0,0,0,0,2,1,3,7,524.142,8,0,512.250959,0,3627.396528,"0"
911,5,0,0,2,0,6,1,7,13,363.9774333,11,2,376.3047403,2,4492.652591,"4"
76,0,0,0,0,0,0,0,0,3,0,2,0,0,1,1590.72095,"1"
207,0,1,0,0,0,0,1,1,4,0,3,0,0,1,2192.441719,"1"
564,4,0,1,0,0,4,1,5,5,134.072175,7,2,260.2239154,4,2650.982817,"2"
311,0,0,0,0,0,2,0,2,7,10.877,2,0,182.5208193,2,2246.856268,"1"
481,3,0,0,0,0,3,0,3,4,278.559,5,0,294.4248195,1,565.0110614,"0"
299,0,2,0,0,1,3,0,3,2,287.9192,4,2,235.7884311,1,562.2481461,"2"
295,3,0,0,0,0,3,1,4,2,358.0446667,3,4,514.6539638,1,1069.009165,"4"
416,2,3,0,0,0,4,1,5,2,153.89075,4,0,91.32989623,0,902.3858422,"0"
351,0,3,1,0,0,3,1,4,3,371.0571,4,0,340.7905755,1,879.2043501,"3"
271,2,0,0,0,0,2,0,2,4,8.9702,3,0,93.13507771,1,1011.069464,"1"
280,0,2,0,0,0,2,0,2,4,19.315,2,0,43.89920156,0,1199.192317,"1"
284,2,0,0,0,0,2,0,2,3,548.084,1,0,504.7150723,2,1426.325789,"2"
798,5,0,1,1,0,6,1,7,14,397.4654833,6,2,401.8305099,4,4462.94929,"4"
482,0,0,0,2,0,2,0,2,6,230.993,8,0,525.3586678,1,4054.063834,"3"
523,3,1,0,0,0,4,0,4,8,306.9383333,6,0,205.7326746,0,2337.026055,"0"
515,4,0,0,0,0,3,1,4,12,596.8996333,11,0,611.0733078,0,4273.270813,"0"
1133,8,0,0,2,0,10,0,10,8,220.8600444,11,2,266.2450236,3,5850.649853,"2"
1655,12,0,0,1,0,12,1,13,11,187.6165833,17,2,163.1515355,1,4900.439643,"4"
1124,6,4,0,0,0,10,0,10,9,250.3116667,12,2,252.1473731,1,5342.035836,"2"
1162,9,1,0,0,0,8,2,10,9,251.0756556,19,2,260.4328373,3,5450.681108,"2"
1207,12,0,1,0,0,11,2,13,13,154.3056417,11,2,145.6705772,0,5629.194206,"0"
1200,11,0,1,0,0,9,3,12,9,206.9256636,13,3,195.3761698,1,4105.616052,"4"
988,1,5,0,1,0,7,0,7,11,382.3901333,14,0,379.5298318,3,6220.529204,"1"
856,6,0,0,0,0,5,1,6,13,450.92344,14,0,420.3370336,1,5070.080848,"0"
765,1,2,0,1,0,4,0,4,8,462.6211333,9,0,450.9757743,2,4040.585047,"3"
700,4,2,1,0,0,6,1,7,9,245.2561,7,1,209.778256,0,3640.406722,"0"
725,1,0,0,2,0,4,0,4,9,97.22266667,11,1,111.120133,3,5137.028364,"1"
705,0,2,3,1,0,5,1,6,7,224.71096,10,2,286.4451145,3,4034.98774,"2"
489,4,0,0,1,0,5,0,5,8,333.731575,5,2,326.3466412,3,4215.509914,"4"
918,5,4,4,0,0,10,3,13,5,123.0188833,15,2,105.6339019,1,5599.608175,"1"
1045,7,0,0,0,0,6,1,7,8,114.1492833,11,2,118.9958283,1,3974.649217,"1"
621,5,1,0,0,0,6,0,6,7,238.85042,10,2,272.2340518,2,4093.748791,"2"
551,6,0,0,0,0,5,1,6,4,298.84742,9,1,241.1209498,1,3003.893803,"0"
1066,9,2,0,0,0,10,1,11,4,130.46909,3,4,163.5748873,2,4963.972096,"4"
627,4,4,0,0,0,8,0,8,13,334.8110571,6,2,322.1348811,0,2724.589927,"4"
928,3,2,0,0,0,5,0,5,9,299.17095,11,3,223.4087493,2,4987.463552,"2"
1848,22,0,0,1,1,19,5,24,8,99.69506087,16,0,94.68545048,0,4979.243741,"1"
955,5,2,0,1,0,7,1,8,7,271.6321857,11,1,304.401934,3,4745.295863,"2"
739,7,1,0,1,0,9,0,9,10,289.7992625,8,1,293.428745,1,5425.040241,"0"
1506,7,2,3,3,0,14,1,15,17,161.7756357,14,0,162.5507966,2,5504.237658,"1"
508,3,2,0,0,0,3,2,5,5,459.425475,6,1,414.1591737,3,2613.747281,"2"
859,7,0,0,0,0,6,1,7,11,262.5981667,14,2,207.609237,4,5358.64868,"2"
1051,6,1,1,3,0,10,1,11,6,195.45405,12,3,247.7962518,1,3617.564025,"2"
914,10,0,0,0,0,10,0,10,8,213.5733889,7,0,193.6833353,1,3319.514408,"0"
536,6,0,0,2,0,8,0,8,6,148.7542857,7,0,154.0853842,1,3860.433702,"0"
343,3,0,0,0,0,2,1,3,5,677.4285,6,0,710.4268349,1,2220.882205,"0"
271,0,2,0,0,0,2,0,2,2,53.4142,2,1,170.334274,1,683.5762608,"1"
547,2,0,0,1,0,3,0,3,9,447.22285,9,0,625.2958032,2,3010.076018,"2"
502,2,1,0,0,0,3,0,3,13,913.464,7,2,834.2229617,1,3864.814957,"4"
665,5,0,0,0,0,5,0,5,7,418.966625,9,0,289.5375504,2,2982.448467,"2"
401,1,0,0,1,0,2,0,2,7,1591.996,5,0,1175.440633,3,2501.8924,"3"
129,1,0,0,0,0,1,0,1,7,0,3,0,0,2,1919.751804,"1"
789,4,1,0,0,0,2,3,5,5,168.7479,11,0,253.3395711,1,3153.595326,"0"
749,2,4,2,0,0,7,1,8,4,255.7627286,10,0,229.1248834,0,2790.271418,"0"
394,4,0,0,0,0,4,0,4,5,178.212,8,0,149.0347468,0,3690.092702,"0"
537,4,0,0,0,0,4,0,4,4,297.197,5,0,323.6884978,0,1374.601267,"0"
874,4,2,0,0,0,6,0,6,10,184.14282,10,1,158.7251703,1,3707.282781,"0"
480,1,1,0,1,0,2,1,3,7,310.979,7,1,522.3951565,3,3202.518935,"3"
435,4,0,1,0,0,4,1,5,9,167.45455,7,1,282.5442158,2,3774.822229,"2"
763,3,5,0,0,0,8,0,8,6,94.70588571,12,0,48.85350093,1,3734.64591,"3"
945,4,3,0,0,1,7,1,8,7,253.9377286,11,0,259.3360619,1,3883.415141,"0"
1027,7,2,2,0,0,11,0,11,6,175.06486,11,4,153.5902634,1,3717.604127,"2"
661,6,0,0,0,0,6,0,6,7,252.57838,10,2,230.1795746,0,3815.361282,"2"
919,9,0,0,0,0,7,2,9,6,203.8222,5,4,177.7343852,3,3595.291689,"2"
600,3,1,0,0,0,2,2,4,9,407.1733333,9,2,215.8441451,4,4348.146014,"2"
657,2,3,0,1,0,6,0,6,9,298.60574,7,1,254.4032706,2,4788.810064,"2"
1012,8,0,0,0,0,7,1,8,9,194.1308571,10,3,279.5499108,4,4576.523955,"4"
429,6,0,0,0,1,4,3,7,9,209.1108333,3,3,229.3519222,1,5449.842255,"4"
325,1,0,0,0,0,1,0,1,8,0,5,0,0,2,1982.481762,"1"
880,4,1,0,4,0,7,2,9,7,201.82925,11,0,150.8498534,0,4975.596867,"0"
615,5,0,0,0,0,4,1,5,10,398.3661,8,1,353.7879472,0,4572.513644,"0"
1480,8,4,1,0,0,11,2,13,6,184.2599417,4,2,179.6687081,0,5066.937632,"4"
1482,5,3,1,3,0,9,3,12,16,162.2471091,19,0,127.2812606,1,8332.384589,"1"
98,0,1,0,0,0,1,0,1,0,0,1,0,0,0,269.0639281,"1"
1544,13,0,0,1,0,13,1,14,16,139.8319692,15,0,153.1631428,0,6301.591255,"1"
1074,7,0,0,5,0,9,3,12,7,146.5207091,12,2,151.7577979,2,4281.377744,"4"
1084,6,5,0,0,0,8,3,11,13,162.36668,13,0,114.6156468,1,6069.200569,"1"
873,3,2,4,0,0,8,1,9,15,172.29835,11,6,149.628568,3,4887.716,"4"
432,1,0,0,2,0,2,1,3,12,508.0934,7,1,329.1070807,1,5468.184659,"3"
706,7,0,0,0,0,7,1,8,6,283.7310286,7,1,298.3481122,1,2060.428293,"0"
765,4,0,0,1,0,4,1,5,7,278.738475,11,2,245.7814679,2,2422.66237,"2"
571,1,4,0,0,0,4,1,5,8,474.5463,8,3,509.3619869,2,4158.330163,"4"
625,2,1,0,0,0,2,2,4,8,587.6315333,9,0,680.6295818,2,2266.589572,"2"
1045,6,0,6,0,0,10,2,12,7,164.5286727,11,3,101.4237989,2,3297.106353,"0"
919,4,2,0,0,0,5,1,6,9,375.93596,9,1,330.2240144,2,3844.795879,"2"
861,0,5,3,1,0,6,3,9,4,227.7507625,10,1,241.4352528,0,1844.334353,"3"
789,10,0,0,0,0,9,2,11,5,190.34051,9,0,180.2602117,0,2252.898615,"1"
936,2,0,1,0,0,5,1,6,8,366.78326,13,1,381.3192878,1,2779.783475,"0"
455,3,0,1,0,0,4,0,4,8,563.3223667,2,0,447.2949253,2,2504.710878,"2"
1029,9,1,0,0,0,6,4,10,6,238.1285,12,2,248.3877721,1,3532.808579,"2"
975,9,0,0,1,0,7,3,10,6,249.7227778,13,5,231.5124652,4,3826.454806,"2"
676,5,1,0,0,0,6,0,6,6,517.28096,9,0,512.8643372,0,3068.27739,"0"
970,0,8,0,0,0,8,1,9,7,312.2421375,9,4,318.2425169,1,4365.439246,"3"
743,5,0,0,1,0,4,2,6,6,437.68436,9,2,423.0555781,2,3707.697061,"4"
447,4,0,0,0,0,4,0,4,8,533.5096667,8,0,496.6082048,1,2206.27378,"0"
825,4,0,0,0,0,2,2,4,9,239.1982,11,0,223.5125993,3,3326.90959,"2"
657,3,1,1,1,0,5,1,6,9,266.337,7,3,249.3049179,4,3950.375917,"2"
379,1,0,2,0,0,2,1,3,7,156.94535,4,1,393.8896558,4,4157.002843,"3"
829,5,3,0,0,0,5,3,8,7,308.1729857,10,4,281.3075178,4,5900.91025,"2"
1362,10,0,0,0,0,10,0,10,13,202.4313222,15,0,196.7092168,0,3183.687052,"0"
764,5,0,0,2,0,4,3,7,9,298.4785667,9,2,217.0082037,2,4103.100264,"2"
1389,9,4,1,0,0,12,2,14,9,159.3722462,10,4,160.3123018,3,5030.269046,"4"
655,5,0,0,0,0,4,1,5,12,235.61675,11,0,242.3305358,1,2210.265803,"0"
610,6,1,0,0,0,4,3,7,8,249.4676333,10,1,205.0155449,1,3595.647504,"0"
917,6,0,0,1,0,6,1,7,12,352.4234167,12,0,410.2509193,2,3372.874742,"2"
751,5,3,1,0,0,6,3,9,9,235.206375,4,3,180.9403913,3,5469.842132,"2"
745,7,0,0,0,0,7,0,7,8,303.4096333,11,0,318.8551127,0,2200.243935,"0"
420,2,0,1,0,0,3,0,3,8,648.795,7,1,675.8006374,2,2453.084212,"2"
604,2,4,0,0,0,6,0,6,7,266.16358,6,0,320.7463112,1,2928.392575,"0"
463,1,4,0,0,0,4,1,5,7,331.82145,7,1,301.7613171,2,2740.116597,"3"
467,1,0,0,0,0,0,1,1,7,0,7,0,0,3,1717.957235,"1"
1093,2,7,0,0,0,9,0,9,5,158.463225,9,3,178.2968676,1,2129.83434,"3"
825,6,0,0,0,1,7,1,8,4,195.7211571,9,0,219.9243838,0,2831.621392,"0"
423,1,0,0,1,0,2,0,2,7,1583.5777,6,0,1654.577826,0,2530.144623,"3"
656,6,1,0,0,2,7,2,9,4,232.2030875,9,1,197.2551216,0,2756.110395,"0"
792,8,0,1,0,0,7,2,9,2,206.62155,2,0,194.0174877,0,1956.638124,"0"
1312,5,0,2,1,0,7,1,8,12,335.4574429,14,2,285.498643,4,7517.850843,"2"
1114,8,0,0,1,0,7,2,9,12,332.78205,13,3,297.7614295,4,4341.335699,"4"
1192,3,7,3,0,0,12,1,13,9,182.3231917,16,4,146.6659487,1,6181.185747,"1"
1389,15,0,0,0,0,13,2,15,14,170.6329571,15,5,155.522586,2,7489.389281,"4"
920,6,0,3,0,0,6,3,9,13,305.076925,13,3,283.8764663,5,5851.542858,"2"
1304,4,8,1,0,0,9,4,13,14,207.7912,18,1,193.247443,1,8088.595677,"1"
1111,4,0,3,2,1,10,0,10,14,258.0222222,16,2,285.1840802,4,7430.815896,"2"
1469,5,6,1,1,0,12,1,13,13,200.39485,15,2,184.3345965,6,9143.105345,"1"
1514,11,0,0,0,0,8,3,11,12,102.71998,11,3,47.44049507,6,5717.676774,"1"
1526,13,2,0,0,0,13,2,15,9,149.0392714,17,1,103.7124696,5,6097.124486,"1"
723,4,0,0,1,0,3,2,5,12,531.106975,15,1,640.2684554,1,4507.163303,"0"
1245,8,0,0,1,0,6,3,9,11,258.4982125,20,0,224.6583288,4,6413.665016,"2"
859,6,1,2,0,0,4,5,9,11,186.698125,15,2,238.1752805,1,5209.239966,"4"
810,6,0,0,1,0,6,1,7,13,357.5404333,18,1,366.1828848,2,4855.541615,"2"
1301,4,5,1,1,1,8,4,12,10,196.6870091,20,0,232.5411204,1,6485.166388,"1"
885,9,0,0,2,0,9,2,11,9,224.40337,10,2,161.6677971,2,5568.339004,"2"
2340,19,0,0,0,0,15,4,19,11,134.2094,23,2,135.084268,1,7313.381234,"0"
1158,7,0,1,0,1,7,2,9,8,290.661475,16,2,341.789079,0,6347.096643,"4"
644,5,0,0,2,0,5,2,7,9,219.6675,6,1,230.4968517,4,4823.506231,"2"
1390,3,8,2,0,0,12,1,13,8,147.902975,16,1,150.8718624,1,3362.396064,"3"
500,1,0,0,2,0,3,0,3,9,656.08145,10,0,667.8451973,1,3253.334109,"3"
994,11,0,0,0,0,10,1,11,7,208.64515,11,4,145.5420079,2,4637.285124,"0"
1592,14,1,1,0,0,10,6,16,4,130.9703533,16,5,113.1261235,2,4421.926718,"0"
967,4,1,2,2,0,9,0,9,9,210.1884,8,0,227.8764311,1,3533.596317,"0"
686,5,1,0,0,0,5,1,6,12,224.71986,10,2,245.4105173,6,3214.554731,"2"
1455,12,2,0,0,0,12,2,14,11,133.0612308,16,6,134.703009,2,6010.826536,"4"
598,1,1,2,0,0,4,0,4,9,696.6820333,10,2,712.0447341,2,3686.60787,"4"
1125,6,4,0,0,0,9,1,10,10,206.6847111,12,1,213.8299846,0,3528.284777,"0"
652,3,0,0,0,0,3,0,3,10,323.3055,6,0,302.6548745,2,2312.741252,"2"
1218,12,0,0,0,0,7,5,12,8,129.2332818,15,6,137.4559271,2,5748.689065,"4"
947,0,6,1,2,0,7,2,9,7,176.7151125,10,1,201.5216038,2,5430.694574,"3"
873,3,0,0,4,0,7,0,7,10,263.3867,14,2,274.245024,2,3266.303019,"2"
1378,13,0,0,1,1,10,5,15,6,124.6795214,17,5,115.2703033,2,5988.732058,"0"
652,1,1,0,1,0,4,0,4,9,517.1253667,10,1,372.4723388,0,5414.82982,"3"
1205,4,4,0,3,0,7,4,11,9,176.22668,14,3,186.7835361,5,5692.607465,"4"
879,7,0,0,1,0,3,5,8,9,215.8739286,9,2,281.8309129,6,5294.257018,"4"
1082,7,4,0,0,0,8,3,11,9,147.77347,14,0,143.3798656,0,4971.465757,"1"
683,3,0,2,1,0,5,1,6,11,245.5984,8,1,154.3013668,3,5880.040255,"2"
558,3,0,0,1,0,4,0,4,9,169.8294,5,0,310.0330759,2,4874.042973,"2"
1120,6,6,2,0,0,12,2,14,9,151.3416692,11,3,185.2731491,2,4993.243869,"3"
760,3,1,1,0,0,2,3,5,8,395.546425,13,0,424.3060811,2,4122.280758,"2"
1220,9,2,0,0,0,8,3,11,11,187.83631,15,3,183.9208498,3,6616.724106,"4"
820,1,0,1,3,1,6,0,6,12,340.2852,13,1,345.4843008,2,6539.05277,"3"
1481,10,0,0,1,0,9,2,11,8,142.744,16,1,106.6784714,1,6292.176017,"1"
1710,8,3,2,3,1,14,3,17,7,127.4834563,20,6,98.71617247,4,6809.653936,"4"
828,6,1,1,0,0,6,2,8,11,305.1656143,12,2,274.2454061,2,4044.383981,"2"
833,3,2,0,3,0,8,0,8,8,197.4902857,10,0,237.1995258,2,4328.079028,"2"
700,1,0,0,4,0,5,0,5,11,473.3259,10,1,574.7335096,3,4792.156305,"3"
770,9,0,0,0,0,7,2,9,9,196.405825,4,1,188.2372999,3,4066.280393,"2"
1877,3,11,0,2,0,13,3,16,8,168.4454667,21,2,153.4426557,1,7121.292457,"1"
1322,5,7,0,1,2,9,6,15,10,144.4765071,17,5,161.8119525,3,9229.109934,"1"
765,5,0,0,0,0,5,0,5,13,571.892425,11,2,674.6381713,0,6170.317675,"4"
1840,15,2,0,0,0,17,1,18,9,135.3479765,19,3,144.1597122,2,9405.085119,"0"
1311,9,2,1,1,0,10,3,13,11,156.7149083,15,5,128.5189452,3,7974.047402,"0"
1383,11,1,0,1,2,13,3,16,12,155.0239133,19,4,147.6982197,3,8952.716084,"0"
920,2,1,0,0,0,5,0,5,17,371.3975,12,0,362.4175123,3,6889.480096,"2"
1124,4,2,0,0,0,5,1,6,15,348.6414,16,1,307.0165169,1,9323.41651,"0"
677,4,2,0,1,0,6,1,7,5,380.1670167,7,2,323.3952669,3,3701.787615,"4"
1235,10,0,0,0,0,9,1,10,8,252.9863111,14,2,254.7059304,0,2509.446173,"2"
1050,6,2,1,0,0,9,0,9,6,264.9822,9,0,258.856989,1,2333.848275,"0"
489,6,0,0,1,0,4,3,7,3,162.4316667,7,1,165.9976661,2,4487.847785,"2"
876,3,5,0,0,0,5,3,8,5,302.6983286,9,0,307.9272728,0,3828.191633,"3"
811,3,0,0,1,0,3,2,5,9,348.059,11,2,403.9422917,3,4767.795152,"4"
831,8,0,0,0,0,7,1,8,7,292.8131429,10,2,317.1865591,0,3684.39716,"4"
588,2,0,1,1,1,4,1,5,9,493.905125,7,0,471.265699,1,2944.54822,"0"
228,1,0,0,0,0,1,0,1,8,0,5,0,0,3,1622.433825,"1"
743,7,0,0,0,1,3,5,8,8,310.2841143,3,2,290.6184303,2,3565.361216,"4"
484,3,1,0,0,0,4,0,4,9,565.7283667,4,0,599.9861116,0,1913.345404,"0"
565,3,2,0,0,0,5,0,5,9,204.575675,6,1,227.3766215,0,3128.573835,"0"
477,1,0,1,0,0,3,0,3,9,274.28375,7,1,278.2024653,4,3106.294806,"3"
365,2,0,0,0,0,2,0,2,9,95.9661,6,0,5.766089784,2,2352.834553,"1"
993,5,3,0,0,0,8,0,8,6,196.9238,13,3,151.8238992,0,4911.888759,"4"
835,5,3,1,0,0,8,1,9,5,211.6832125,11,0,207.3196765,1,4650.439928,"0"
738,7,1,0,0,0,7,1,8,2,133.8339,9,2,173.1376467,1,4654.232213,"4"
1305,5,7,0,0,0,9,3,12,3,152.0418091,11,1,148.9656654,0,3872.71383,"3"
449,5,0,0,0,1,4,2,6,6,279.10692,1,0,310.8082516,2,4179.154631,"2"
356,1,0,0,0,0,1,0,1,5,0,5,0,0,0,1171.43588,"1"
773,2,4,0,0,0,6,0,6,5,175.267,9,3,287.4091176,2,3156.50546,"2"
595,1,3,1,0,0,5,0,5,6,212.173525,5,1,128.0497382,2,2924.333838,"3"
363,1,0,0,1,0,2,0,2,6,829.5275,5,1,893.0537962,1,2350.553141,"3"
452,5,0,1,0,0,5,1,6,5,130.14164,7,2,146.3531746,1,2235.618928,"0"
435,4,0,0,2,0,4,2,6,4,196.90404,6,0,207.8791224,1,1719.260659,"0"
965,2,3,4,0,0,8,1,9,5,115.7054125,9,4,119.5277858,1,3063.431832,"1"
363,3,0,0,1,0,4,0,4,4,130.3646667,4,0,212.0635616,0,2905.306052,"0"
720,6,0,0,0,0,5,1,6,4,166.27428,8,0,142.623922,0,1455.500893,"0"
226,1,1,0,0,0,1,1,2,3,262.2406,1,1,665.2474209,0,1345.460063,"3"
268,2,0,0,0,0,3,0,3,11,456.9665,7,0,227.122755,2,4767.079036,"2"
915,2,6,1,0,0,7,2,9,10,311.6854,10,0,302.7529734,2,4859.411098,"3"
901,7,0,0,0,0,6,1,7,10,166.673,15,2,116.8512195,1,5042.911676,"0"
1525,14,0,0,0,0,12,2,14,10,151.0582538,15,10,155.3555776,4,8323.57895,"4"
1487,12,1,0,0,0,11,2,13,9,199.1250833,17,2,194.2253947,2,4729.035742,"4"
874,6,0,1,0,0,6,1,7,10,371.5331667,9,3,367.936946,2,5056.424149,"4"
1082,7,6,0,0,0,13,0,13,9,175.7365833,17,4,163.4511798,6,7687.354659,"1"
1131,8,1,0,0,0,9,0,9,10,225.939875,12,4,172.9229025,1,4405.449293,"2"
832,7,0,0,1,0,6,2,8,9,275.7192857,11,3,201.1391707,0,4416.868659,"2"
1327,8,3,2,0,0,12,1,13,8,185.4045833,2,5,146.9442714,1,5381.506132,"0"
1426,6,5,0,1,0,10,2,12,10,212.9889636,16,1,247.6582915,3,5216.792824,"3"
1463,2,10,1,0,0,9,4,13,8,211.6710917,14,6,193.1209416,2,4601.435423,"3"
787,7,0,0,0,0,7,0,7,10,67.5168,11,4,37.99622263,5,4977.973521,"1"
639,3,0,0,2,0,5,0,5,12,298.53625,7,1,406.2784938,2,3980.796951,"2"
1653,9,8,2,0,0,18,1,19,8,126.9339111,20,5,119.4308577,1,4629.496083,"3"
1218,8,1,0,0,0,9,0,9,11,308.33785,10,0,335.1950108,1,4818.838674,"0"
718,3,1,1,1,0,7,0,7,12,319.7647833,13,1,287.8678684,3,4930.517215,"2"
842,3,2,1,0,0,5,1,6,11,486.63374,12,0,608.4281514,3,5761.605249,"2"
890,0,6,0,0,0,7,2,9,11,186.428625,10,0,142.6557964,1,4495.377889,"3"
360,1,0,0,1,0,1,1,2,8,420.5811,10,0,368.1273178,4,4150.115327,"3"
1023,6,2,1,0,1,9,1,10,12,188.7481556,11,2,192.9723904,3,3480.007441,"2"
822,7,2,0,0,0,6,3,9,9,205.910375,9,2,193.1395036,3,3108.23583,"2"
