"damage","rifle","sniper","pistol","smg","grenade","preplant.kill","postplant.kill","total.kills","total.deaths","avg.kill.time","assists","alone.kills","Avg.Distance.to.A.bomb..on.kill.","alone_death","total_distance_traveled","Role"
843,4,5,0,0,0,7,2,9,6,239.3087375,8,2,169.514075,2,4493.12026,"3"
751,8,0,0,0,0,7,1,8,7,83.74442857,10,2,67.9596493,3,4125.303286,"1"
615,5,0,1,0,0,6,0,6,8,89.1944,7,0,104.6426293,2,2855.688718,"1"
1404,1,14,0,0,0,15,0,15,7,137.9824,12,4,133.2817351,2,2127.966452,"3"
811,3,0,0,0,0,3,0,3,8,75.1675,11,0,103.6644003,1,3256.417644,"1"
667,2,1,1,0,1,4,1,5,5,236.23025,10,2,329.5332616,1,3357.199336,"4"
440,6,0,0,1,0,7,0,7,5,282.6095167,7,2,399.7849926,2,4434.511861,"4"
848,9,0,0,0,0,8,1,9,8,233.2258625,3,2,209.1747608,1,2424.267845,"2"
737,4,0,0,1,0,6,0,6,10,404.86826,10,1,313.489323,4,3635.905278,"2"
1041,7,4,0,0,0,10,1,11,6,199.59305,13,3,183.2150666,1,2876.067738,"2"
1268,11,0,0,1,0,11,1,12,7,207.2025545,14,2,167.4111438,2,5973.6701,"4"
337,2,0,0,1,0,3,0,3,9,813.7311,4,1,609.2658905,2,3214.048049,"2"
697,6,0,0,0,0,5,1,6,10,335.09412,8,2,441.0609223,3,4113.480085,"4"
691,2,1,2,0,0,5,0,5,9,573.448275,11,2,529.7028472,2,3110.851571,"4"
827,1,7,0,0,0,6,2,8,7,290.9910429,9,1,298.0903703,1,4814.833727,"3"
1008,7,1,1,0,0,8,1,9,8,262.55995,12,1,241.6603514,2,5230.06843,"2"
369,4,0,0,0,0,3,1,4,8,609.2696,4,2,737.9232395,1,3968.955431,"4"
1682,2,4,0,10,0,14,2,16,6,113.9963,7,2,78.22373381,2,8156.236776,"1"
287,0,0,2,0,0,2,0,2,7,39.3836,5,2,37.0233354,1,2484.330269,"1"
591,2,0,0,0,0,2,1,3,5,338.0425,6,3,352.64867,3,2206.928585,"4"
269,2,0,0,1,1,4,0,4,6,169.3286667,6,0,139.0838499,1,2698.251964,"0"
381,0,4,0,0,0,3,1,4,5,43.78033333,6,1,89.01644653,0,2264.751405,"1"
586,2,2,2,0,0,4,2,6,7,44.19084,8,3,100.7047198,2,2466.924935,"1"
771,6,0,0,0,0,4,2,6,4,92.9828,9,1,110.6866009,2,2832.201279,"1"
198,4,0,0,0,0,2,2,4,3,268.4651333,7,2,287.1703221,1,3395.866184,"2"
214,0,1,0,0,0,1,0,1,5,0,4,0,0,0,3046.936722,"1"
519,6,0,0,0,0,6,0,6,2,116.738,1,3,90.77689605,1,1550.989536,"1"
1409,4,4,2,5,0,13,2,15,10,184.3877071,17,5,205.5303386,6,8315.525374,"4"
1275,12,0,0,0,0,9,3,12,11,204.3885455,16,0,216.5050074,5,6989.917205,"1"
806,2,6,0,1,0,9,0,9,12,275.102325,10,0,300.7692347,3,5501.759535,"3"
629,4,0,0,1,0,4,1,5,9,530.11385,10,2,454.2933524,3,5733.507898,"4"
1110,9,0,0,1,0,5,5,10,9,296.1577889,15,6,286.8505288,1,6250.405944,"4"
1392,10,4,0,0,0,10,4,14,15,201.6225846,19,3,188.9517047,3,7589.551753,"4"
1885,15,0,1,1,0,15,2,17,10,157.7163688,19,3,186.7669019,3,7304.9093,"4"
422,0,3,1,0,0,3,1,4,8,431.3483333,6,0,298.949403,5,4487.410563,"3"
1274,0,6,2,0,0,7,1,8,10,252.1961429,5,0,182.9655457,1,5136.982031,"3"
283,0,2,0,0,0,2,0,2,2,180.0815,2,1,28.84423784,0,1030.812574,"3"
453,2,0,0,0,1,3,0,3,2,365.24245,7,0,275.0814824,0,2244.593683,"0"
641,5,0,1,0,0,5,1,6,10,199.0556,8,2,184.4475019,1,2239.638319,"2"
662,4,0,0,1,0,5,0,5,5,235.05775,6,0,232.2893813,0,1453.609743,"0"
476,5,0,0,0,0,5,0,5,5,63.3145,4,0,68.48494555,0,1321.613598,"1"
441,0,5,0,0,0,5,0,5,4,65.909,6,0,41.53781027,2,2372.955436,"3"
1323,10,1,1,0,0,12,0,12,3,89.30906364,11,7,90.74288902,1,3687.216584,"1"
258,1,0,0,0,0,1,0,1,6,0,4,0,0,0,1419.756872,"1"
258,0,0,0,5,0,5,0,5,4,134.865775,3,0,82.40509041,1,2286.363799,"3"
148,0,0,0,1,0,1,0,1,4,0,2,0,0,1,1586.517751,"1"
1415,9,2,1,2,0,13,1,14,8,143.9411846,14,5,162.9524782,2,5670.643503,"4"
884,7,0,0,1,0,7,1,8,8,169.9754286,9,1,171.4153133,2,5608.477537,"2"
1033,4,7,0,0,0,9,2,11,9,197.633,8,3,198.6934374,6,5198.539097,"3"
643,2,0,0,1,0,3,1,4,11,136.7676667,9,0,1.445116588,1,5050.507062,"0"
471,3,1,1,0,0,5,0,5,10,255.649325,7,0,182.1186628,1,5017.546245,"0"
1184,5,5,0,0,0,9,1,10,9,228.6864556,13,3,212.5317716,1,3103.009503,"3"
734,2,0,1,3,1,7,0,7,9,337.59605,10,1,293.8603458,1,6768.121938,"0"
1037,5,6,0,1,0,12,0,12,6,183.4009091,16,1,177.644012,2,6044.533856,"1"
869,4,0,0,1,1,5,1,6,10,369.016,7,2,433.2771992,3,5858.898876,"4"
655,4,1,0,2,0,7,0,7,5,353.8713333,9,1,319.0033652,0,1742.113564,"0"
791,8,0,0,0,0,8,0,8,4,221.1853,10,0,231.4330722,1,3299.50351,"0"
577,3,1,0,0,0,3,1,4,1,250.8298,6,0,314.0704721,0,1066.486732,"0"
776,9,0,0,0,0,6,3,9,4,270.8886125,9,0,335.6622284,0,2673.731618,"0"
685,2,3,0,0,0,5,0,5,10,361.67205,11,0,408.9853645,0,3105.054151,"0"
668,0,3,0,0,1,4,0,4,6,671.3516,9,0,619.9799545,3,3292.740731,"3"
519,1,0,0,3,1,5,0,5,5,524.767025,9,0,535.6528474,0,1932.399228,"3"
581,1,2,1,0,1,5,0,5,8,299.8814,7,2,267.4840627,2,1633.143611,"2"
279,4,0,1,0,0,5,0,5,8,465.695575,4,0,425.5493777,1,2177.577811,"0"
576,2,2,0,1,0,5,0,5,6,269.56425,1,2,366.772222,2,3254.042906,"4"
863,6,0,0,0,0,5,1,6,10,346.5458,14,1,432.0110521,2,4069.653534,"2"
504,4,0,0,0,0,3,1,4,10,883.7054667,9,1,972.928461,0,4126.31094,"0"
1252,2,6,2,0,0,6,4,10,9,237.0182,16,1,184.2243248,1,4696.895026,"3"
952,9,0,1,0,0,5,5,10,9,230.4755444,14,4,232.0306767,3,4420.500039,"2"
1358,5,6,0,0,0,8,3,11,7,247.75904,13,6,256.1504568,2,4556.591002,"3"
839,7,0,0,1,0,6,2,8,7,384.5978714,14,1,436.8230788,1,3634.457887,"0"
1225,5,2,0,2,3,9,3,12,9,187.2013182,14,4,233.2095082,2,3980.026404,"2"
631,2,0,1,0,0,3,0,3,11,412.6245,8,0,361.3519044,1,2102.155929,"0"
302,0,1,0,0,0,1,0,1,8,0,4,0,0,2,2394.026187,"1"
749,0,7,1,0,0,6,2,8,7,134.8931571,9,1,108.803924,2,3030.840613,"3"
530,4,1,0,0,0,5,0,5,7,233.656075,6,2,366.9282412,4,2274.45917,"4"
699,0,5,0,1,0,5,1,6,8,171.19514,8,0,209.7104869,1,2884.845684,"3"
631,4,1,0,1,0,4,2,6,9,273.9699,7,2,190.4010132,3,3195.916259,"2"
665,2,3,0,0,0,5,0,5,7,338.2814,6,1,316.2691611,0,2378.816459,"0"
1010,4,3,0,0,0,6,2,8,7,194.1475429,7,3,226.8492635,1,4563.358369,"4"
863,11,0,0,0,0,9,2,11,4,155.02471,11,2,170.053144,0,3780.284191,"2"
831,0,6,1,0,0,5,2,7,4,236.6543667,8,0,181.8523462,1,3983.556354,"3"
537,3,0,1,3,0,7,0,7,3,194.6261833,3,0,251.6835522,2,3656.113495,"2"
837,2,4,1,0,0,6,1,7,7,286.9869167,10,1,341.8493928,1,3428.607177,"0"
1022,7,3,0,0,0,5,5,10,5,179.6355444,11,6,233.4778755,2,4394.52071,"4"
655,1,0,0,0,0,2,1,3,7,302.744,7,2,350.2313532,2,4223.793321,"4"
558,3,3,0,0,0,4,2,6,6,324.23168,6,2,266.1697727,4,3321.198407,"2"
256,0,2,0,0,0,2,0,2,8,84.917,3,1,389.7852521,4,4060.532099,"1"
371,2,0,2,0,0,3,1,4,5,533.1663667,5,1,608.3082503,1,3463.247749,"0"
917,5,0,1,0,0,5,1,6,6,345.16576,10,0,345.1157169,0,3015.189645,"0"
364,1,0,1,0,0,1,1,2,7,1281.1745,6,1,1449.595841,3,3348.237936,"3"
1076,4,5,2,2,0,7,6,13,6,133.4009667,1,4,118.2485795,5,6424.073851,"1"
1864,11,0,0,3,0,11,3,14,15,101.8033385,20,4,105.5200875,2,7162.559419,"1"
1626,13,2,0,2,0,13,4,17,11,164.0220875,16,6,160.0485412,4,6660.321806,"4"
1466,12,3,1,0,0,12,4,16,15,158.8369467,19,4,152.389812,6,7812.469097,"4"
1814,14,1,0,0,0,9,6,15,15,167.3652286,20,3,145.1792966,2,6521.506141,"0"
944,3,0,0,4,0,7,0,7,16,381.7422,14,0,388.999034,2,6686.941454,"2"
1367,9,2,1,1,0,8,7,15,13,176.3681571,19,4,206.1152739,2,7994.446752,"4"
1496,7,1,0,7,1,13,3,16,15,173.088,19,0,173.8798255,0,6982.168351,"1"
1355,5,3,0,1,0,9,0,9,14,258.996,22,1,254.0803345,2,5169.8922,"2"
1992,11,5,0,1,0,14,3,17,13,161.5023688,19,1,169.205822,3,6283.142102,"1"
1729,13,0,1,1,0,11,4,15,14,169.8654357,9,5,129.9432609,2,6144.481695,"0"
1170,6,4,0,0,0,10,0,10,6,230.9308444,9,1,240.1599683,2,5374.610459,"2"
390,3,0,0,0,0,3,0,3,7,869.60615,9,1,929.8056045,0,2718.938707,"0"
1078,3,7,0,0,0,9,1,10,9,262.2881778,11,0,273.98777,2,4776.832352,"3"
1022,6,3,0,0,0,7,2,9,7,293.5464875,10,2,298.7973057,3,5177.753916,"4"
451,5,0,1,1,1,7,1,8,6,278.4874714,6,4,272.1342334,3,1997.342817,"2"
820,6,0,0,1,0,7,0,7,9,148.4480833,9,1,154.576636,0,2611.780327,"0"
900,5,2,0,1,0,8,0,8,11,319.9160143,12,2,304.1258753,1,4444.096354,"4"
851,3,4,0,1,0,7,1,8,5,322.6799571,8,2,325.1659858,1,4636.532324,"4"
653,5,0,1,2,0,7,1,8,6,330.1457571,7,4,365.724339,3,3159.607061,"4"
538,4,0,0,0,0,3,1,4,9,455.9506667,3,1,622.0043346,3,3666.628564,"2"
553,6,0,0,1,0,5,2,7,9,278.8681667,12,0,202.1391847,0,3495.827099,"0"
770,8,0,0,1,0,7,2,9,7,274.6066,9,4,238.8108077,2,5971.555202,"2"
1427,10,0,0,6,0,10,7,17,6,154.2024375,14,2,132.7376131,1,3536.387514,"0"
1765,8,4,0,1,0,11,2,13,7,126.4721667,16,0,112.8608091,0,4749.54721,"1"
923,4,6,0,0,0,6,4,10,7,214.7428889,8,4,187.9997204,2,3221.169325,"3"
838,1,5,2,1,0,5,4,9,9,307.03345,10,3,293.8724192,1,6115.507868,"1"
703,6,0,0,0,0,5,1,6,9,380.31678,11,1,369.2640726,0,4851.02267,"0"
765,2,0,0,3,0,5,0,5,17,565.58485,11,0,591.0639352,0,7041.295105,"0"
884,5,2,0,2,0,7,2,9,10,308.330625,10,1,270.784666,2,4956.890627,"2"
1185,4,0,1,2,0,5,2,7,11,271.4235,11,2,247.7940669,4,6236.311811,"2"
1014,5,0,2,1,0,2,6,8,6,271.1568857,14,6,306.5182774,2,4792.060364,"4"
644,5,0,0,0,0,5,0,5,7,320.329525,10,1,407.5502709,2,3666.578205,"2"
1029,6,4,0,0,0,8,2,10,8,232.1287333,10,0,232.7088938,0,3472.424652,"0"
726,2,4,2,0,0,6,2,8,8,250.8591286,8,1,229.9546664,2,5179.874802,"2"
1001,6,2,1,1,1,8,3,11,6,208.35948,14,7,185.1866339,3,5449.56523,"4"
996,3,4,0,2,0,6,3,9,9,237.9382375,10,1,273.4357681,2,4221.254521,"2"
853,5,0,2,0,0,6,1,7,8,261.9665,11,1,322.2529478,4,3809.987959,"2"
959,3,3,0,0,1,5,2,7,9,275.6144167,11,0,309.1832307,1,4555.470067,"0"
208,2,0,0,0,0,1,1,2,10,781.1175,1,0,788.5401344,0,2768.627718,"0"
371,5,0,0,0,0,4,1,5,4,388.168325,6,1,298.5374359,1,2711.264368,"0"
363,2,0,0,0,0,2,0,2,3,9.033,5,0,187.2286914,2,2306.331588,"1"
648,1,1,1,1,0,4,1,5,5,397.505925,8,0,332.7308341,1,2516.910066,"3"
296,1,2,0,0,0,3,0,3,3,619.22825,4,0,545.4909352,1,1980.915704,"3"
353,3,0,0,0,0,2,1,3,5,126.47725,4,1,252.8866138,3,2378.058155,"2"
306,2,0,0,0,0,2,0,2,5,16.5345,4,1,122.0388969,1,1988.64166,"1"
306,1,2,1,0,0,3,1,4,3,517.3596333,4,3,392.1144945,2,2725.512441,"4"
508,5,0,1,0,0,5,1,6,4,276.35304,6,0,266.7332106,1,2367.438717,"0"
522,6,0,0,0,0,4,2,6,3,309.83448,6,0,200.9202921,0,2217.198104,"0"
446,2,0,0,0,0,2,0,2,3,9.22,6,1,11.89102836,1,2314.549362,"1"
386,0,2,0,1,0,3,0,3,6,87.83025,5,1,144.697164,0,2712.44345,"1"
817,3,1,4,0,0,8,0,8,4,261.3790714,10,1,188.7519475,1,3633.099744,"0"
813,2,0,2,1,0,5,0,5,7,408.391025,10,1,517.1172905,1,2689.09196,"0"
618,5,2,1,0,0,8,0,8,4,156.8497143,10,0,147.4957847,0,2799.782916,"0"
851,8,1,0,2,0,7,4,11,3,152.64155,11,1,206.4740918,1,5192.5255,"1"
340,0,1,0,0,0,1,0,1,7,0,6,0,0,0,3559.498398,"1"
665,3,0,2,0,0,5,0,5,6,372.23445,10,1,367.2124875,3,5103.247817,"2"
639,3,2,0,1,0,6,0,6,6,365.73668,6,2,287.6001804,2,3816.952906,"2"
438,1,3,1,1,0,5,1,6,8,302.36118,8,0,321.6956478,2,4841.620476,"3"
720,3,0,1,1,0,5,0,5,7,185.09275,4,0,247.3646005,0,2981.753781,"0"
294,2,2,0,0,0,2,2,4,4,193.1916667,4,2,232.0059841,2,841.7618912,"2"
489,2,1,1,0,0,5,0,5,7,408.6061,4,1,475.897545,3,1770.761011,"2"
443,3,0,0,0,0,3,0,3,5,483.54145,5,1,477.3563887,1,1738.974893,"0"
348,2,0,0,0,0,2,0,2,4,11.0021,4,0,0.452414843,2,1376.946462,"1"
151,0,0,0,1,0,0,1,1,5,0,2,1,0,2,1128.262279,"1"
812,7,1,0,0,0,7,1,8,4,143.1199429,8,1,122.5301267,1,2432.931287,"0"
329,1,2,0,0,0,3,0,3,3,191.42565,3,1,205.0303618,1,520.1774766,"3"
215,3,0,0,0,0,3,0,3,3,641.9613,4,2,792.4375758,0,1664.219619,"4"
822,9,0,1,0,0,9,1,10,1,173.4241,8,4,211.2893634,0,1798.836709,"2"
270,0,1,0,0,0,1,0,1,4,0,4,0,0,0,1271.101575,"1"
1164,5,0,0,6,0,11,0,11,6,142.79935,12,3,128.7745382,1,3675.195114,"0"
1227,7,0,0,1,0,6,2,8,6,243.8531714,14,0,250.5460421,0,3124.980985,"0"
666,9,1,0,2,0,11,1,12,6,154.9945727,7,0,123.9572863,0,1768.564423,"1"
907,2,6,0,0,0,6,2,8,2,186.0275857,9,2,125.5244896,0,2534.831991,"3"
215,0,1,2,0,0,2,1,3,3,621.98285,4,1,404.5905811,0,1337.823897,"3"
828,3,1,0,1,0,5,0,5,9,300.778975,9,3,239.0224746,4,3404.800557,"2"
1010,5,3,1,2,0,11,0,11,8,157.97652,10,4,178.2885422,5,3822.632949,"2"
415,2,0,0,0,0,2,0,2,8,611.7785,6,0,864.1129198,0,2217.08421,"0"
200,1,1,0,1,0,3,0,3,8,329.0173,3,0,399.9320227,2,3446.209254,"3"
350,2,0,0,0,0,2,0,2,9,980.8331,3,1,510.5250818,1,2740.714403,"0"
769,4,2,0,0,0,6,0,6,10,383.35002,9,2,389.5931191,1,2855.550718,"4"
1212,10,0,1,0,0,11,0,11,11,227.88857,15,0,238.7998547,0,3724.253449,"1"
824,7,0,0,0,0,5,2,7,8,376.5193667,11,3,393.3019323,1,4934.212371,"4"
789,6,0,0,0,1,6,1,7,8,327.998,12,2,353.5828134,5,3276.501692,"4"
1130,5,5,1,0,0,10,1,11,9,164.31387,13,5,163.061625,2,4973.653877,"3"
681,5,1,0,0,0,5,1,6,9,428.4693,10,1,421.3036453,1,3667.299106,"0"
718,6,0,0,2,0,8,0,8,7,307.3408857,9,1,349.3226962,0,4662.994504,"0"
976,8,0,0,0,0,7,1,8,8,150.4775714,6,2,130.8577005,2,4531.883793,"0"
1579,6,5,1,2,0,12,2,14,6,159.2714692,8,2,196.9228608,2,4040.865293,"3"
349,2,0,0,1,0,3,0,3,7,769.10245,6,1,915.1071394,1,2144.677163,"0"
735,4,2,0,1,0,7,0,7,7,296.9011833,8,0,298.7955725,0,3100.987705,"0"
969,8,0,0,1,0,8,1,9,3,182.264625,12,2,182.5062224,1,3382.02119,"2"
691,2,2,0,1,0,5,0,5,9,492.358675,7,0,524.8277911,1,3215.504109,"0"
916,4,1,0,2,0,3,4,7,8,344.34325,13,3,397.9907358,3,4520.953703,"4"
508,4,0,0,0,0,3,1,4,9,361.0412333,7,1,381.4344163,3,5364.423705,"2"
717,2,3,1,0,0,3,3,6,8,385.19048,10,0,358.7951825,1,5331.482979,"0"
864,4,2,0,0,0,6,0,6,10,391.78014,6,0,395.2408946,2,4188.59215,"2"
395,4,0,0,5,0,7,2,9,17,74.878625,10,3,108.0351413,4,5678.35744,"1"
1698,13,1,0,5,0,16,3,19,14,105.6542667,20,2,107.5755291,5,8261.860248,"1"
1769,15,2,2,0,0,14,5,19,12,102.4588556,18,3,119.6843841,1,6213.177346,"1"
472,4,0,0,0,1,3,2,5,13,374.8585,9,2,500.1457581,5,6503.783429,"4"
1484,0,1,2,11,0,13,1,14,15,160.0159308,16,3,164.9405629,4,7553.011852,"4"
2117,13,0,2,1,0,12,6,18,10,132.7102824,25,5,164.8733118,4,7906.794693,"4"
2525,8,5,1,6,0,18,2,20,22,109.8432947,25,2,113.9102766,9,8479.958638,"1"
40,0,0,0,0,0,0,0,0,3,0,1,0,0,1,621.8685572,"1"
1262,3,4,2,1,0,10,3,13,18,130.5613333,4,1,128.6885249,0,6801.289212,"1"
505,3,0,0,0,0,3,0,3,10,426.46165,6,0,336.3317301,1,3053.665106,"0"
735,4,1,0,2,0,4,3,7,6,223.4100167,9,2,214.7109672,1,2847.092965,"2"
681,2,3,0,0,0,4,1,5,7,196.376,8,1,230.4718952,2,3772.043065,"2"
253,0,0,0,1,0,1,0,1,7,0,3,0,0,3,1185.542015,"1"
755,5,1,0,2,0,7,1,8,4,140.9616714,7,2,131.7257319,2,3812.301614,"0"
1222,3,8,3,0,0,9,6,15,3,101.92925,9,5,127.8237265,2,3659.081726,"3"
687,3,1,1,0,0,5,0,5,7,314.095075,7,1,367.0295403,1,2747.866556,"0"
723,4,1,0,1,0,4,2,6,4,278.93804,7,0,284.9104012,1,3503.931241,"0"
401,3,0,1,0,0,3,1,4,5,18.91,1,0,13.18113468,1,3264.020789,"1"
1358,1,4,0,4,0,10,0,10,9,155.7525556,17,1,162.2716502,2,5104.496232,"3"
1823,10,0,1,3,0,12,2,14,9,85.99851538,17,2,80.11283593,2,5474.491199,"1"
1291,3,11,3,0,0,13,4,17,6,64.71285,15,1,63.65604264,1,6181.743329,"1"
669,3,0,0,2,0,3,2,5,6,369.071,11,0,329.8401729,1,2932.041753,"0"
1449,15,1,0,0,0,11,5,16,10,102.3132733,16,2,108.0933196,2,6334.344933,"1"
548,1,1,3,0,0,5,0,5,11,278.1825,7,1,302.1198733,3,6459.309123,"3"
591,4,0,0,0,0,4,0,4,12,442.1291,7,1,361.1273906,3,3468.9647,"2"
567,0,0,0,4,0,2,2,4,12,96.32696667,10,2,54.6598438,5,5498.099085,"1"
1297,0,0,0,10,0,9,1,10,13,84.63066667,7,3,33.06421055,3,5196.454151,"1"
985,5,5,0,0,1,7,4,11,12,201.19222,15,3,182.8291741,3,5752.417474,"1"
1126,9,0,1,0,0,9,1,10,11,260.9101,12,1,315.7740873,3,4792.002155,"2"
1509,7,5,0,2,0,7,7,14,11,199.2667769,16,5,226.823983,4,5340.733074,"3"
1138,6,3,0,1,0,8,2,10,10,244.1629778,15,0,249.4910361,2,6254.248212,"2"
814,5,0,0,0,0,5,0,5,12,408.09825,12,2,421.0462444,2,5233.383479,"4"
1166,9,2,0,0,0,8,3,11,10,241.37378,16,3,230.045167,2,4481.641087,"2"
1704,1,15,0,0,0,15,1,16,9,172.4915867,18,2,174.1591304,5,6643.545825,"1"
939,8,0,0,0,0,4,4,8,11,314.7901143,12,1,322.705823,2,5311.628737,"2"
1416,11,0,1,0,0,8,4,12,11,239.1173,14,3,266.9459446,1,6738.195657,"2"
940,9,0,0,0,0,6,3,9,9,291.691425,5,0,340.0658851,1,5549.316502,"0"
313,0,1,0,1,0,2,0,2,4,420.4264,5,0,514.229415,0,1736.436374,"3"
300,2,0,0,1,0,3,0,3,5,687.78085,3,1,951.5066778,1,3567.473385,"0"
365,3,0,0,0,0,3,0,3,4,23.428,5,0,133.6343445,0,1919.223416,"1"
542,2,4,0,0,0,6,0,6,4,288.49088,5,1,273.4295032,1,2848.567888,"0"
500,1,2,0,0,0,3,0,3,5,500.5892,5,0,546.7680641,2,2905.120783,"3"
331,1,0,0,0,0,1,0,1,5,0,7,0,0,1,2059.634115,"1"
571,7,0,0,0,0,4,3,7,2,65.91376667,6,0,35.75442877,1,1809.529411,"1"
323,1,2,0,0,1,4,0,4,5,384.8232333,4,0,392.7727997,0,2346.285726,"3"
435,6,0,0,1,0,7,0,7,2,186.2954,5,2,206.2814758,0,2179.043803,"2"
485,3,0,0,0,0,3,0,3,3,25.101,2,2,68.69599326,1,1631.044028,"1"
1045,11,0,0,0,0,7,4,11,7,226.60862,12,1,218.8540508,1,5052.163436,"1"
887,3,3,2,0,0,8,0,8,14,198.9065714,13,1,204.6147104,3,4365.781581,"2"
236,0,0,1,0,0,1,0,1,4,0,4,0,0,1,1437.214062,"1"
1459,15,0,0,0,0,15,0,15,10,190.1658857,15,3,192.7944511,1,6716.385155,"4"
956,7,0,0,1,0,6,2,8,16,315.3409143,11,0,368.6188278,1,5563.894518,"0"
737,7,4,0,0,1,12,0,12,8,236.3520909,10,0,219.1363024,1,3827.246203,"1"
1337,14,1,0,0,0,15,0,15,10,192.7870143,10,0,197.4073634,1,4203.800419,"1"
694,4,1,0,1,0,6,0,6,10,408.83944,12,1,375.8185482,2,4817.319021,"2"
952,15,0,0,0,0,13,2,15,5,195.4995929,12,10,186.2471231,2,5478.182178,"4"
697,0,1,1,0,1,3,0,3,10,1321.06555,6,0,1415.613642,1,4161.260414,"3"
1342,12,0,1,0,0,9,4,13,7,174.9634917,14,5,174.133118,3,4243.745596,"4"
1427,10,7,0,2,0,19,0,19,8,97.53306111,12,4,96.85553519,1,3331.692436,"3"
907,8,0,0,0,1,5,4,9,5,189.403625,11,2,164.9906592,1,4910.581997,"4"
708,9,0,0,0,0,9,0,9,7,174.05225,10,0,131.2689616,0,1786.739101,"0"
930,5,1,1,0,0,7,0,7,16,294.0541167,14,1,284.5757288,3,4063.307032,"2"
1087,9,2,0,0,0,5,6,11,9,137.96509,14,6,127.2567771,3,4942.188661,"4"
1241,7,0,4,0,0,8,3,11,12,205.39408,13,0,201.0374399,2,3928.582114,"1"
253,2,0,0,0,0,2,0,2,6,12.391,4,0,40.89487521,1,3256.855602,"1"
1115,11,0,1,0,0,10,2,12,4,105.6925364,11,1,108.1895912,0,4596.325111,"1"
908,6,2,1,0,0,8,1,9,6,235.6171625,9,0,210.4947176,0,2521.553103,"0"
600,8,0,0,2,0,5,5,10,5,212.8825667,9,7,194.4586939,1,1163.029588,"4"
476,3,0,0,0,0,3,0,3,5,690.1257,8,0,531.4942681,0,1086.389162,"0"
494,5,0,1,0,0,4,2,6,3,391.54638,7,1,411.268089,0,4448.293068,"0"
419,2,0,0,0,0,1,1,2,6,29.4741,7,0,216.3806072,0,2225.957977,"1"
831,9,0,0,0,0,4,5,9,12,251.170775,8,2,234.8509083,1,3319.71796,"2"
721,2,2,1,0,0,5,0,5,11,416.357025,11,0,420.451054,0,3620.190997,"0"
249,2,0,1,0,1,3,1,4,4,226.2390667,0,4,381.6112064,4,3200.861935,"4"
1359,11,0,0,3,0,10,4,14,10,143.2169462,17,2,149.5514004,2,4173.145259,"4"
383,2,0,0,0,0,2,0,2,10,1711.6636,10,1,2122.027281,1,5145.102138,"0"
1814,18,0,1,1,0,11,9,20,6,108.6723421,19,9,110.1730508,2,6385.745753,"1"
1355,7,5,0,0,0,12,0,12,9,150.0919364,15,0,158.1117436,0,6261.655444,"1"
1023,2,0,0,5,0,7,0,7,9,328.1838667,12,2,349.6876885,2,4409.933526,"4"
703,2,3,1,0,0,5,1,6,11,330.0084,10,1,319.9377849,1,6600.727864,"0"
925,2,4,1,1,1,6,3,9,12,260.162325,12,1,275.1693737,5,5140.03735,"2"
749,2,0,2,2,0,2,4,6,10,292.61612,9,1,378.2850335,1,6340.317629,"0"
1198,8,0,1,0,0,5,4,9,11,256.9975625,13,2,221.1255126,2,5211.973126,"2"
1496,8,0,1,4,0,8,6,14,11,125.9464692,9,0,146.5049549,1,8005.8159,"1"
922,0,5,1,2,0,6,2,8,9,281.7597286,10,1,258.924507,1,2699.780169,"3"
805,2,7,0,0,0,5,4,9,8,248.7432875,7,2,186.5838475,1,3718.018057,"3"
1244,6,0,0,1,0,8,1,9,13,213.3977,13,2,184.5352841,0,4324.835158,"4"
882,6,0,2,0,0,6,2,8,10,144.8805,10,1,144.818433,1,3918.387558,"0"
443,4,0,0,0,0,4,0,4,7,159.1299333,6,0,239.6487202,1,2609.719666,"0"
900,5,3,0,0,0,5,3,8,9,260.81,13,1,250.8597084,1,3623.299469,"0"
254,1,0,0,0,0,0,1,1,10,0,5,1,0,1,3555.3372,"1"
803,2,5,0,0,0,4,3,7,6,153.4675,12,1,131.3003317,2,4298.838282,"3"
957,8,1,0,0,0,8,1,9,6,221.0278625,10,0,161.015514,1,4236.392952,"0"
1888,21,0,0,0,1,21,1,22,7,85.96922381,5,5,67.0853882,4,5519.341018,"1"
664,2,0,0,2,0,4,0,4,10,248.9913333,8,0,231.2122356,2,2787.752755,"2"
1421,7,1,0,6,0,18,0,18,10,121.3544294,16,7,118.7112073,1,4551.254042,"1"
1200,9,0,1,3,1,13,1,14,9,135.2545615,13,5,140.4065782,3,6073.187862,"0"
780,4,1,0,1,1,6,1,7,10,286.80485,10,2,262.7573716,4,5684.879199,"2"
1121,6,1,0,8,0,12,3,15,8,129.5991929,13,8,113.0640914,3,5569.753887,"4"
1430,9,2,4,1,0,14,2,16,12,145.9792467,16,3,129.0035168,0,6374.933877,"0"
1519,9,2,0,1,0,10,2,12,14,169.9515727,15,2,141.3295094,0,5676.374683,"0"
163,0,0,1,0,0,0,1,1,2,0,3,0,0,0,523.7122735,"1"
1188,5,1,1,2,0,9,1,10,13,199.7926222,15,3,211.7338831,2,6263.053574,"4"
788,6,0,1,0,0,6,2,8,17,261.6454714,3,0,239.1133405,1,5634.060171,"0"
1523,7,3,3,0,0,11,3,14,13,160.0562077,19,3,148.021315,1,6158.783112,"0"
